OutputID,OutputName,OutputType,ComponentCategory,Size,OutputTier,ConstructionTime,PlanetTypes,Factions,ResourceType,ProductionSteps,Ingredient1,Quantity1,Ingredient2,Quantity2,Ingredient3,Quantity3,Ingredient4,Quantity4,Ingredient5,Quantity5,Ingredient6,Quantity6,Ingredient7,Quantity7,Ingredient8,Quantity8,Ingredient9,Quantity9,Column 28,Column 29,Column 30,Column 31
superchill-rapidfire-class8-t2,Superchill Rapidfire CLASS8 T2,SHIP_WEAPONS,THERMAL,CLASS8,2,1080,Terrestrial Planet,MUD;ONI;USTUR,ELECTRONIC_COMPONENT,5,Superchill Rapidfire CLASS8 T1,1,Titan Superchill Matrix,1,Battleship Superchill Core,1,Capital Superchill Grid,1,Quantum Superchill System,1,,,,,,,,,,,,
superchill-rapidfire-class8-t3,Superchill Rapidfire CLASS8 T3,SHIP_WEAPONS,THERMAL,CLASS8,3,1620,Terrestrial Planet;Volcanic Planet;Gas Giant,MUD;ONI;USTUR,ELECTRONIC_COMPONENT,5,Superchill Rapidfire CLASS8 T2,1,Titan Superchill Matrix,1,Battleship Superchill Core,1,Capital Superchill Grid,1,Quantum Superchill System,1,,,,,,,,,,,,
superchill-rapidfire-class8-t4,Superchill Rapidfire CLASS8 T4,SHIP_WEAPONS,THERMAL,CLASS8,4,2160,Volcanic Planet;Ice Planet,MUD;USTUR,ELECTRONIC_COMPONENT,5,Superchill Rapidfire CLASS8 T3,1,Titan Superchill Matrix,1,Battleship Superchill Core,1,Capital Superchill Grid,1,Quantum Superchill System,1,,,,,,,,,,,,
superchill-rapidfire-class8-t5,Superchill Rapidfire CLASS8 T5,SHIP_WEAPONS,THERMAL,CLASS8,5,2700,Volcanic Planet;Ice Planet,USTUR,ELECTRONIC_COMPONENT,5,Superchill Rapidfire CLASS8 T4,1,Titan Superchill Matrix,1,Battleship Superchill Core,1,Capital Superchill Grid,1,Quantum Superchill System,1,,,,,,,,,,,,
superchill-rapidfire-ttn-t1,Superchill Rapidfire TTN T1,SHIP_WEAPONS,THERMAL,TTN,1,600,Terrestrial Planet,MUD;ONI;USTUR,ELECTRONIC_COMPONENT,5,Singularity Superchill Core,1,Titan Superchill Matrix,1,Battleship Superchill Core,1,Capital Superchill Grid,1,,,,,,,,,,,,,,
superchill-rapidfire-ttn-t2,Superchill Rapidfire TTN T2,SHIP_WEAPONS,THERMAL,TTN,2,1200,Terrestrial Planet,MUD;ONI;USTUR,ELECTRONIC_COMPONENT,5,Superchill Rapidfire TTN T1,1,Singularity Superchill Core,1,Titan Superchill Matrix,1,Battleship Superchill Core,1,Capital Superchill Grid,1,,,,,,,,,,,,
superchill-rapidfire-ttn-t3,Superchill Rapidfire TTN T3,SHIP_WEAPONS,THERMAL,TTN,3,1800,Terrestrial Planet;Volcanic Planet;Gas Giant,MUD;ONI;USTUR,ELECTRONIC_COMPONENT,5,Superchill Rapidfire TTN T2,1,Singularity Superchill Core,1,Titan Superchill Matrix,1,Battleship Superchill Core,1,Capital Superchill Grid,1,,,,,,,,,,,,
superchill-rapidfire-ttn-t4,Superchill Rapidfire TTN T4,SHIP_WEAPONS,THERMAL,TTN,4,2400,Volcanic Planet;Ice Planet,MUD;USTUR,ELECTRONIC_COMPONENT,5,Superchill Rapidfire TTN T3,1,Singularity Superchill Core,1,Titan Superchill Matrix,1,Battleship Superchill Core,1,Capital Superchill Grid,1,,,,,,,,,,,,
superchill-rapidfire-ttn-t5,Superchill Rapidfire TTN T5,SHIP_WEAPONS,THERMAL,TTN,5,3000,Volcanic Planet;Ice Planet,USTUR,ELECTRONIC_COMPONENT,5,Superchill Rapidfire TTN T4,1,Singularity Superchill Core,1,Titan Superchill Matrix,1,Battleship Superchill Core,1,Capital Superchill Grid,1,,,,,,,,,,,,
superchill-cannon-xxxs-t1,Superchill Cannon XXXS T1,SHIP_WEAPONS,THERMAL,XXXS,1,60,Terrestrial Planet,MUD;ONI;USTUR,ELECTRONIC_COMPONENT,3,Superchill Payload Kit,1,Cannon Breech,1,,,,,,,,,,,,,,,,,,
superchill-cannon-xxxs-t2,Superchill Cannon XXXS T2,SHIP_WEAPONS,THERMAL,XXXS,2,120,Terrestrial Planet,MUD;ONI;USTUR,ELECTRONIC_COMPONENT,3,Superchill Cannon XXXS T1,1,Superchill Payload Kit,1,Cannon Breech,1,,,,,,,,,,,,,,,,
superchill-cannon-xxxs-t3,Superchill Cannon XXXS T3,SHIP_WEAPONS,THERMAL,XXXS,3,180,Terrestrial Planet;Volcanic Planet;Gas Giant,MUD;ONI;USTUR,ELECTRONIC_COMPONENT,3,Superchill Cannon XXXS T2,1,Superchill Payload Kit,1,Cannon Breech,1,,,,,,,,,,,,,,,,
superchill-cannon-xxxs-t4,Superchill Cannon XXXS T4,SHIP_WEAPONS,THERMAL,XXXS,4,240,Volcanic Planet;Ice Planet,MUD;USTUR,ELECTRONIC_COMPONENT,3,Superchill Cannon XXXS T3,1,Superchill Payload Kit,1,Cannon Breech,1,,,,,,,,,,,,,,,,
superchill-cannon-xxxs-t5,Superchill Cannon XXXS T5,SHIP_WEAPONS,THERMAL,XXXS,5,300,Volcanic Planet;Ice Planet,USTUR,ELECTRONIC_COMPONENT,3,Superchill Cannon XXXS T4,1,Superchill Payload Kit,1,Cannon Breech,1,,,,,,,,,,,,,,,,
superchill-cannon-xxs-t1,Superchill Cannon XXS T1,SHIP_WEAPONS,THERMAL,XXS,1,120,Terrestrial Planet,MUD;ONI;USTUR,ELECTRONIC_COMPONENT,3,Superchill Payload Kit,1,Cannon Breech,1,,,,,,,,,,,,,,,,,,
superchill-cannon-xxs-t2,Superchill Cannon XXS T2,SHIP_WEAPONS,THERMAL,XXS,2,240,Terrestrial Planet,MUD;ONI;USTUR,ELECTRONIC_COMPONENT,3,Superchill Cannon XXS T1,1,Superchill Payload Kit,1,Cannon Breech,1,,,,,,,,,,,,,,,,
superchill-cannon-xxs-t3,Superchill Cannon XXS T3,SHIP_WEAPONS,THERMAL,XXS,3,360,Terrestrial Planet;Volcanic Planet;Gas Giant,MUD;ONI;USTUR,ELECTRONIC_COMPONENT,3,Superchill Cannon XXS T2,1,Superchill Payload Kit,1,Cannon Breech,1,,,,,,,,,,,,,,,,
superchill-cannon-xxs-t4,Superchill Cannon XXS T4,SHIP_WEAPONS,THERMAL,XXS,4,480,Volcanic Planet;Ice Planet,MUD;USTUR,ELECTRONIC_COMPONENT,3,Superchill Cannon XXS T3,1,Superchill Payload Kit,1,Cannon Breech,1,,,,,,,,,,,,,,,,
superchill-cannon-xxs-t5,Superchill Cannon XXS T5,SHIP_WEAPONS,THERMAL,XXS,5,600,Volcanic Planet;Ice Planet,USTUR,ELECTRONIC_COMPONENT,3,Superchill Cannon XXS T4,1,Superchill Payload Kit,1,Cannon Breech,1,,,,,,,,,,,,,,,,
superchill-cannon-xs-t1,Superchill Cannon XS T1,SHIP_WEAPONS,THERMAL,XS,1,180,Terrestrial Planet,MUD;ONI;USTUR,ELECTRONIC_COMPONENT,4,Enhanced Superchill Core,1,Cannon Breech,1,Heavy Targeting,1,,,,,,,,,,,,,,,,
superchill-cannon-xs-t2,Superchill Cannon XS T2,SHIP_WEAPONS,THERMAL,XS,2,360,Terrestrial Planet,MUD;ONI;USTUR,ELECTRONIC_COMPONENT,4,Superchill Cannon XS T1,1,Enhanced Superchill Core,1,Cannon Breech,1,Heavy Targeting,1,,,,,,,,,,,,,,
superchill-cannon-xs-t3,Superchill Cannon XS T3,SHIP_WEAPONS,THERMAL,XS,3,540,Terrestrial Planet;Volcanic Planet;Gas Giant,MUD;ONI;USTUR,ELECTRONIC_COMPONENT,4,Superchill Cannon XS T2,1,Enhanced Superchill Core,1,Cannon Breech,1,Heavy Targeting,1,,,,,,,,,,,,,,
superchill-cannon-xs-t4,Superchill Cannon XS T4,SHIP_WEAPONS,THERMAL,XS,4,720,Volcanic Planet;Ice Planet,MUD;USTUR,ELECTRONIC_COMPONENT,4,Superchill Cannon XS T3,1,Enhanced Superchill Core,1,Cannon Breech,1,Heavy Targeting,1,,,,,,,,,,,,,,
superchill-cannon-xs-t5,Superchill Cannon XS T5,SHIP_WEAPONS,THERMAL,XS,5,900,Volcanic Planet;Ice Planet,USTUR,ELECTRONIC_COMPONENT,4,Superchill Cannon XS T4,1,Enhanced Superchill Core,1,Cannon Breech,1,Heavy Targeting,1,,,,,,,,,,,,,,
superchill-cannon-s-t1,Superchill Cannon S T1,SHIP_WEAPONS,THERMAL,S,1,240,Terrestrial Planet,MUD;ONI;USTUR,ELECTRONIC_COMPONENT,4,Enhanced Superchill Core,1,Cannon Breech,1,Heavy Targeting,1,,,,,,,,,,,,,,,,
superchill-cannon-s-t2,Superchill Cannon S T2,SHIP_WEAPONS,THERMAL,S,2,480,Terrestrial Planet,MUD;ONI;USTUR,ELECTRONIC_COMPONENT,4,Superchill Cannon S T1,1,Enhanced Superchill Core,1,Cannon Breech,1,Heavy Targeting,1,,,,,,,,,,,,,,
superchill-cannon-s-t3,Superchill Cannon S T3,SHIP_WEAPONS,THERMAL,S,3,720,Terrestrial Planet;Volcanic Planet;Gas Giant,MUD;ONI;USTUR,ELECTRONIC_COMPONENT,4,Superchill Cannon S T2,1,Enhanced Superchill Core,1,Cannon Breech,1,Heavy Targeting,1,,,,,,,,,,,,,,
superchill-cannon-s-t4,Superchill Cannon S T4,SHIP_WEAPONS,THERMAL,S,4,960,Volcanic Planet;Ice Planet,MUD;USTUR,ELECTRONIC_COMPONENT,4,Superchill Cannon S T3,1,Enhanced Superchill Core,1,Cannon Breech,1,Heavy Targeting,1,,,,,,,,,,,,,,
superchill-cannon-s-t5,Superchill Cannon S T5,SHIP_WEAPONS,THERMAL,S,5,1200,Volcanic Planet;Ice Planet,USTUR,ELECTRONIC_COMPONENT,4,Superchill Cannon S T4,1,Enhanced Superchill Core,1,Cannon Breech,1,Heavy Targeting,1,,,,,,,,,,,,,,
superchill-cannon-m-t1,Superchill Cannon M T1,SHIP_WEAPONS,THERMAL,M,1,300,Terrestrial Planet,MUD;ONI;USTUR,ELECTRONIC_COMPONENT,4,Military Superchill Array,1,Enhanced Superchill Core,1,Cannon Breech,1,,,,,,,,,,,,,,,,
superchill-cannon-m-t2,Superchill Cannon M T2,SHIP_WEAPONS,THERMAL,M,2,600,Terrestrial Planet,MUD;ONI;USTUR,ELECTRONIC_COMPONENT,4,Superchill Cannon M T1,1,Military Superchill Array,1,Enhanced Superchill Core,1,Cannon Breech,1,,,,,,,,,,,,,,
superchill-cannon-m-t3,Superchill Cannon M T3,SHIP_WEAPONS,THERMAL,M,3,900,Terrestrial Planet;Volcanic Planet;Gas Giant,MUD;ONI;USTUR,ELECTRONIC_COMPONENT,4,Superchill Cannon M T2,1,Military Superchill Array,1,Enhanced Superchill Core,1,Cannon Breech,1,,,,,,,,,,,,,,
superchill-cannon-m-t4,Superchill Cannon M T4,SHIP_WEAPONS,THERMAL,M,4,1200,Volcanic Planet;Ice Planet,MUD;USTUR,ELECTRONIC_COMPONENT,4,Superchill Cannon M T3,1,Military Superchill Array,1,Enhanced Superchill Core,1,Cannon Breech,1,,,,,,,,,,,,,,
superchill-cannon-m-t5,Superchill Cannon M T5,SHIP_WEAPONS,THERMAL,M,5,1500,Volcanic Planet;Ice Planet,USTUR,ELECTRONIC_COMPONENT,4,Superchill Cannon M T4,1,Military Superchill Array,1,Enhanced Superchill Core,1,Cannon Breech,1,,,,,,,,,,,,,,
superchill-cannon-l-t1,Superchill Cannon L T1,SHIP_WEAPONS,THERMAL,L,1,360,Terrestrial Planet,MUD;ONI;USTUR,ELECTRONIC_COMPONENT,4,Quantum Superchill System,1,Military Superchill Array,1,Enhanced Superchill Core,1,,,,,,,,,,,,,,,,
superchill-cannon-l-t2,Superchill Cannon L T2,SHIP_WEAPONS,THERMAL,L,2,720,Terrestrial Planet,MUD;ONI;USTUR,ELECTRONIC_COMPONENT,4,Superchill Cannon L T1,1,Quantum Superchill System,1,Military Superchill Array,1,Enhanced Superchill Core,1,,,,,,,,,,,,,,
superchill-cannon-l-t3,Superchill Cannon L T3,SHIP_WEAPONS,THERMAL,L,3,1080,Terrestrial Planet;Volcanic Planet;Gas Giant,MUD;ONI;USTUR,ELECTRONIC_COMPONENT,4,Superchill Cannon L T2,1,Quantum Superchill System,1,Military Superchill Array,1,Enhanced Superchill Core,1,,,,,,,,,,,,,,
superchill-cannon-l-t4,Superchill Cannon L T4,SHIP_WEAPONS,THERMAL,L,4,1440,Volcanic Planet;Ice Planet,MUD;USTUR,ELECTRONIC_COMPONENT,4,Superchill Cannon L T3,1,Quantum Superchill System,1,Military Superchill Array,1,Enhanced Superchill Core,1,,,,,,,,,,,,,,
superchill-cannon-l-t5,Superchill Cannon L T5,SHIP_WEAPONS,THERMAL,L,5,1800,Volcanic Planet;Ice Planet,USTUR,ELECTRONIC_COMPONENT,4,Superchill Cannon L T4,1,Quantum Superchill System,1,Military Superchill Array,1,Enhanced Superchill Core,1,,,,,,,,,,,,,,
superchill-cannon-cap-t1,Superchill Cannon CAP T1,SHIP_WEAPONS,THERMAL,CAP,1,420,Terrestrial Planet,MUD;ONI;USTUR,ELECTRONIC_COMPONENT,4,Capital Superchill Grid,1,Quantum Superchill System,1,Military Superchill Array,1,,,,,,,,,,,,,,,,
superchill-cannon-cap-t2,Superchill Cannon CAP T2,SHIP_WEAPONS,THERMAL,CAP,2,840,Terrestrial Planet,MUD;ONI;USTUR,ELECTRONIC_COMPONENT,4,Superchill Cannon CAP T1,1,Capital Superchill Grid,1,Quantum Superchill System,1,Military Superchill Array,1,,,,,,,,,,,,,,
superchill-cannon-cap-t3,Superchill Cannon CAP T3,SHIP_WEAPONS,THERMAL,CAP,3,1260,Terrestrial Planet;Volcanic Planet;Gas Giant,MUD;ONI;USTUR,ELECTRONIC_COMPONENT,4,Superchill Cannon CAP T2,1,Capital Superchill Grid,1,Quantum Superchill System,1,Military Superchill Array,1,,,,,,,,,,,,,,
superchill-cannon-cap-t4,Superchill Cannon CAP T4,SHIP_WEAPONS,THERMAL,CAP,4,1680,Volcanic Planet;Ice Planet,MUD;USTUR,ELECTRONIC_COMPONENT,4,Superchill Cannon CAP T3,1,Capital Superchill Grid,1,Quantum Superchill System,1,Military Superchill Array,1,,,,,,,,,,,,,,
superchill-cannon-cap-t5,Superchill Cannon CAP T5,SHIP_WEAPONS,THERMAL,CAP,5,2100,Volcanic Planet;Ice Planet,USTUR,ELECTRONIC_COMPONENT,4,Superchill Cannon CAP T4,1,Capital Superchill Grid,1,Quantum Superchill System,1,Military Superchill Array,1,,,,,,,,,,,,,,
superchill-cannon-cmd-t1,Superchill Cannon CMD T1,SHIP_WEAPONS,THERMAL,CMD,1,480,Terrestrial Planet,MUD;ONI;USTUR,ELECTRONIC_COMPONENT,5,Battleship Superchill Core,1,Capital Superchill Grid,1,Quantum Superchill System,1,Military Superchill Array,1,,,,,,,,,,,,,,
superchill-cannon-cmd-t2,Superchill Cannon CMD T2,SHIP_WEAPONS,THERMAL,CMD,2,960,Terrestrial Planet,MUD;ONI;USTUR,ELECTRONIC_COMPONENT,5,Superchill Cannon CMD T1,1,Battleship Superchill Core,1,Capital Superchill Grid,1,Quantum Superchill System,1,Military Superchill Array,1,,,,,,,,,,,,
superchill-cannon-cmd-t3,Superchill Cannon CMD T3,SHIP_WEAPONS,THERMAL,CMD,3,1440,Terrestrial Planet;Volcanic Planet;Gas Giant,MUD;ONI;USTUR,ELECTRONIC_COMPONENT,5,Superchill Cannon CMD T2,1,Battleship Superchill Core,1,Capital Superchill Grid,1,Quantum Superchill System,1,Military Superchill Array,1,,,,,,,,,,,,
superchill-cannon-cmd-t4,Superchill Cannon CMD T4,SHIP_WEAPONS,THERMAL,CMD,4,1920,Volcanic Planet;Ice Planet,MUD;USTUR,ELECTRONIC_COMPONENT,5,Superchill Cannon CMD T3,1,Battleship Superchill Core,1,Capital Superchill Grid,1,Quantum Superchill System,1,Military Superchill Array,1,,,,,,,,,,,,
superchill-cannon-cmd-t5,Superchill Cannon CMD T5,SHIP_WEAPONS,THERMAL,CMD,5,2400,Volcanic Planet;Ice Planet,USTUR,ELECTRONIC_COMPONENT,5,Superchill Cannon CMD T4,1,Battleship Superchill Core,1,Capital Superchill Grid,1,Quantum Superchill System,1,Military Superchill Array,1,,,,,,,,,,,,
superchill-cannon-class8-t1,Superchill Cannon CLASS8 T1,SHIP_WEAPONS,THERMAL,CLASS8,1,540,Terrestrial Planet,MUD;ONI;USTUR,ELECTRONIC_COMPONENT,5,Titan Superchill Matrix,1,Battleship Superchill Core,1,Capital Superchill Grid,1,Quantum Superchill System,1,,,,,,,,,,,,,,
superchill-cannon-class8-t2,Superchill Cannon CLASS8 T2,SHIP_WEAPONS,THERMAL,CLASS8,2,1080,Terrestrial Planet,MUD;ONI;USTUR,ELECTRONIC_COMPONENT,5,Superchill Cannon CLASS8 T1,1,Titan Superchill Matrix,1,Battleship Superchill Core,1,Capital Superchill Grid,1,Quantum Superchill System,1,,,,,,,,,,,,
superchill-cannon-class8-t3,Superchill Cannon CLASS8 T3,SHIP_WEAPONS,THERMAL,CLASS8,3,1620,Terrestrial Planet;Volcanic Planet;Gas Giant,MUD;ONI;USTUR,ELECTRONIC_COMPONENT,5,Superchill Cannon CLASS8 T2,1,Titan Superchill Matrix,1,Battleship Superchill Core,1,Capital Superchill Grid,1,Quantum Superchill System,1,,,,,,,,,,,,
superchill-cannon-class8-t4,Superchill Cannon CLASS8 T4,SHIP_WEAPONS,THERMAL,CLASS8,4,2160,Volcanic Planet;Ice Planet,MUD;USTUR,ELECTRONIC_COMPONENT,5,Superchill Cannon CLASS8 T3,1,Titan Superchill Matrix,1,Battleship Superchill Core,1,Capital Superchill Grid,1,Quantum Superchill System,1,,,,,,,,,,,,
superchill-cannon-class8-t5,Superchill Cannon CLASS8 T5,SHIP_WEAPONS,THERMAL,CLASS8,5,2700,Volcanic Planet;Ice Planet,USTUR,ELECTRONIC_COMPONENT,5,Superchill Cannon CLASS8 T4,1,Titan Superchill Matrix,1,Battleship Superchill Core,1,Capital Superchill Grid,1,Quantum Superchill System,1,,,,,,,,,,,,
superchill-cannon-ttn-t1,Superchill Cannon TTN T1,SHIP_WEAPONS,THERMAL,TTN,1,600,Terrestrial Planet,MUD;ONI;USTUR,ELECTRONIC_COMPONENT,5,Singularity Superchill Core,1,Titan Superchill Matrix,1,Battleship Superchill Core,1,Capital Superchill Grid,1,,,,,,,,,,,,,,
superchill-cannon-ttn-t2,Superchill Cannon TTN T2,SHIP_WEAPONS,THERMAL,TTN,2,1200,Terrestrial Planet,MUD;ONI;USTUR,ELECTRONIC_COMPONENT,5,Superchill Cannon TTN T1,1,Singularity Superchill Core,1,Titan Superchill Matrix,1,Battleship Superchill Core,1,Capital Superchill Grid,1,,,,,,,,,,,,
superchill-cannon-ttn-t3,Superchill Cannon TTN T3,SHIP_WEAPONS,THERMAL,TTN,3,1800,Terrestrial Planet;Volcanic Planet;Gas Giant,MUD;ONI;USTUR,ELECTRONIC_COMPONENT,5,Superchill Cannon TTN T2,1,Singularity Superchill Core,1,Titan Superchill Matrix,1,Battleship Superchill Core,1,Capital Superchill Grid,1,,,,,,,,,,,,
superchill-cannon-ttn-t4,Superchill Cannon TTN T4,SHIP_WEAPONS,THERMAL,TTN,4,2400,Volcanic Planet;Ice Planet,MUD;USTUR,ELECTRONIC_COMPONENT,5,Superchill Cannon TTN T3,1,Singularity Superchill Core,1,Titan Superchill Matrix,1,Battleship Superchill Core,1,Capital Superchill Grid,1,,,,,,,,,,,,
superchill-cannon-ttn-t5,Superchill Cannon TTN T5,SHIP_WEAPONS,THERMAL,TTN,5,3000,Volcanic Planet;Ice Planet,USTUR,ELECTRONIC_COMPONENT,5,Superchill Cannon TTN T4,1,Singularity Superchill Core,1,Titan Superchill Matrix,1,Battleship Superchill Core,1,Capital Superchill Grid,1,,,,,,,,,,,,
superchill-scatterfire-xxxs-t1,Superchill Scatterfire XXXS T1,SHIP_WEAPONS,THERMAL,XXXS,1,60,Terrestrial Planet,MUD;ONI;USTUR,ELECTRONIC_COMPONENT,3,Superchill Payload Kit,1,Scatterfire Controller,1,,,,,,,,,,,,,,,,,,
superchill-scatterfire-xxxs-t2,Superchill Scatterfire XXXS T2,SHIP_WEAPONS,THERMAL,XXXS,2,120,Terrestrial Planet,MUD;ONI;USTUR,ELECTRONIC_COMPONENT,3,Superchill Scatterfire XXXS T1,1,Superchill Payload Kit,1,Scatterfire Controller,1,,,,,,,,,,,,,,,,
superchill-scatterfire-xxxs-t3,Superchill Scatterfire XXXS T3,SHIP_WEAPONS,THERMAL,XXXS,3,180,Terrestrial Planet;Volcanic Planet;Gas Giant,MUD;ONI;USTUR,ELECTRONIC_COMPONENT,3,Superchill Scatterfire XXXS T2,1,Superchill Payload Kit,1,Scatterfire Controller,1,,,,,,,,,,,,,,,,
superchill-scatterfire-xxxs-t4,Superchill Scatterfire XXXS T4,SHIP_WEAPONS,THERMAL,XXXS,4,240,Volcanic Planet;Ice Planet,MUD;USTUR,ELECTRONIC_COMPONENT,3,Superchill Scatterfire XXXS T3,1,Superchill Payload Kit,1,Scatterfire Controller,1,,,,,,,,,,,,,,,,
superchill-scatterfire-xxxs-t5,Superchill Scatterfire XXXS T5,SHIP_WEAPONS,THERMAL,XXXS,5,300,Volcanic Planet;Ice Planet,USTUR,ELECTRONIC_COMPONENT,3,Superchill Scatterfire XXXS T4,1,Superchill Payload Kit,1,Scatterfire Controller,1,,,,,,,,,,,,,,,,
superchill-scatterfire-xxs-t1,Superchill Scatterfire XXS T1,SHIP_WEAPONS,THERMAL,XXS,1,120,Terrestrial Planet,MUD;ONI;USTUR,ELECTRONIC_COMPONENT,3,Superchill Payload Kit,1,Scatterfire Controller,1,,,,,,,,,,,,,,,,,,
superchill-scatterfire-xxs-t2,Superchill Scatterfire XXS T2,SHIP_WEAPONS,THERMAL,XXS,2,240,Terrestrial Planet,MUD;ONI;USTUR,ELECTRONIC_COMPONENT,3,Superchill Scatterfire XXS T1,1,Superchill Payload Kit,1,Scatterfire Controller,1,,,,,,,,,,,,,,,,
superchill-scatterfire-xxs-t3,Superchill Scatterfire XXS T3,SHIP_WEAPONS,THERMAL,XXS,3,360,Terrestrial Planet;Volcanic Planet;Gas Giant,MUD;ONI;USTUR,ELECTRONIC_COMPONENT,3,Superchill Scatterfire XXS T2,1,Superchill Payload Kit,1,Scatterfire Controller,1,,,,,,,,,,,,,,,,
superchill-scatterfire-xxs-t4,Superchill Scatterfire XXS T4,SHIP_WEAPONS,THERMAL,XXS,4,480,Volcanic Planet;Ice Planet,MUD;USTUR,ELECTRONIC_COMPONENT,3,Superchill Scatterfire XXS T3,1,Superchill Payload Kit,1,Scatterfire Controller,1,,,,,,,,,,,,,,,,
superchill-scatterfire-xxs-t5,Superchill Scatterfire XXS T5,SHIP_WEAPONS,THERMAL,XXS,5,600,Volcanic Planet;Ice Planet,USTUR,ELECTRONIC_COMPONENT,3,Superchill Scatterfire XXS T4,1,Superchill Payload Kit,1,Scatterfire Controller,1,,,,,,,,,,,,,,,,
superchill-scatterfire-xs-t1,Superchill Scatterfire XS T1,SHIP_WEAPONS,THERMAL,XS,1,180,Terrestrial Planet,MUD;ONI;USTUR,ELECTRONIC_COMPONENT,4,Enhanced Superchill Core,1,Scatterfire Controller,1,Spread Targeting,1,,,,,,,,,,,,,,,,
superchill-scatterfire-xs-t2,Superchill Scatterfire XS T2,SHIP_WEAPONS,THERMAL,XS,2,360,Terrestrial Planet,MUD;ONI;USTUR,ELECTRONIC_COMPONENT,4,Superchill Scatterfire XS T1,1,Enhanced Superchill Core,1,Scatterfire Controller,1,Spread Targeting,1,,,,,,,,,,,,,,
superchill-scatterfire-xs-t3,Superchill Scatterfire XS T3,SHIP_WEAPONS,THERMAL,XS,3,540,Terrestrial Planet;Volcanic Planet;Gas Giant,MUD;ONI;USTUR,ELECTRONIC_COMPONENT,4,Superchill Scatterfire XS T2,1,Enhanced Superchill Core,1,Scatterfire Controller,1,Spread Targeting,1,,,,,,,,,,,,,,
superchill-scatterfire-xs-t4,Superchill Scatterfire XS T4,SHIP_WEAPONS,THERMAL,XS,4,720,Volcanic Planet;Ice Planet,MUD;USTUR,ELECTRONIC_COMPONENT,4,Superchill Scatterfire XS T3,1,Enhanced Superchill Core,1,Scatterfire Controller,1,Spread Targeting,1,,,,,,,,,,,,,,
superchill-scatterfire-xs-t5,Superchill Scatterfire XS T5,SHIP_WEAPONS,THERMAL,XS,5,900,Volcanic Planet;Ice Planet,USTUR,ELECTRONIC_COMPONENT,4,Superchill Scatterfire XS T4,1,Enhanced Superchill Core,1,Scatterfire Controller,1,Spread Targeting,1,,,,,,,,,,,,,,
superchill-scatterfire-s-t1,Superchill Scatterfire S T1,SHIP_WEAPONS,THERMAL,S,1,240,Terrestrial Planet,MUD;ONI;USTUR,ELECTRONIC_COMPONENT,4,Enhanced Superchill Core,1,Scatterfire Controller,1,Spread Targeting,1,,,,,,,,,,,,,,,,
superchill-scatterfire-s-t2,Superchill Scatterfire S T2,SHIP_WEAPONS,THERMAL,S,2,480,Terrestrial Planet,MUD;ONI;USTUR,ELECTRONIC_COMPONENT,4,Superchill Scatterfire S T1,1,Enhanced Superchill Core,1,Scatterfire Controller,1,Spread Targeting,1,,,,,,,,,,,,,,
superchill-scatterfire-s-t3,Superchill Scatterfire S T3,SHIP_WEAPONS,THERMAL,S,3,720,Terrestrial Planet;Volcanic Planet;Gas Giant,MUD;ONI;USTUR,ELECTRONIC_COMPONENT,4,Superchill Scatterfire S T2,1,Enhanced Superchill Core,1,Scatterfire Controller,1,Spread Targeting,1,,,,,,,,,,,,,,
superchill-scatterfire-s-t4,Superchill Scatterfire S T4,SHIP_WEAPONS,THERMAL,S,4,960,Volcanic Planet;Ice Planet,MUD;USTUR,ELECTRONIC_COMPONENT,4,Superchill Scatterfire S T3,1,Enhanced Superchill Core,1,Scatterfire Controller,1,Spread Targeting,1,,,,,,,,,,,,,,
superchill-scatterfire-s-t5,Superchill Scatterfire S T5,SHIP_WEAPONS,THERMAL,S,5,1200,Volcanic Planet;Ice Planet,USTUR,ELECTRONIC_COMPONENT,4,Superchill Scatterfire S T4,1,Enhanced Superchill Core,1,Scatterfire Controller,1,Spread Targeting,1,,,,,,,,,,,,,,
superchill-scatterfire-m-t1,Superchill Scatterfire M T1,SHIP_WEAPONS,THERMAL,M,1,300,Terrestrial Planet,MUD;ONI;USTUR,ELECTRONIC_COMPONENT,4,Military Superchill Array,1,Enhanced Superchill Core,1,Scatterfire Controller,1,,,,,,,,,,,,,,,,
superchill-scatterfire-m-t2,Superchill Scatterfire M T2,SHIP_WEAPONS,THERMAL,M,2,600,Terrestrial Planet,MUD;ONI;USTUR,ELECTRONIC_COMPONENT,4,Superchill Scatterfire M T1,1,Military Superchill Array,1,Enhanced Superchill Core,1,Scatterfire Controller,1,,,,,,,,,,,,,,
superchill-scatterfire-m-t3,Superchill Scatterfire M T3,SHIP_WEAPONS,THERMAL,M,3,900,Terrestrial Planet;Volcanic Planet;Gas Giant,MUD;ONI;USTUR,ELECTRONIC_COMPONENT,4,Superchill Scatterfire M T2,1,Military Superchill Array,1,Enhanced Superchill Core,1,Scatterfire Controller,1,,,,,,,,,,,,,,
superchill-scatterfire-m-t4,Superchill Scatterfire M T4,SHIP_WEAPONS,THERMAL,M,4,1200,Volcanic Planet;Ice Planet,MUD;USTUR,ELECTRONIC_COMPONENT,4,Superchill Scatterfire M T3,1,Military Superchill Array,1,Enhanced Superchill Core,1,Scatterfire Controller,1,,,,,,,,,,,,,,
