"OutputID","OutputName","OutputType","OutputTier","ConstructionTime","PlanetTypes","Factions","ResourceType","FunctionalPurpose","UsageCategory","Ingredients","CompletionStatus"
"1061","Kinetic Cannon M T1","SHIP_WEAPONS","1","300","Terrestrial Planet","MUD;ONI;USTUR","AMMUNITION_MATERIAL","DAMAGE_DELIVERY","Ship Weapons","Kinetic Payload Kit:1;Cannon Breech:1;Weapon Housing:1","complete"
"1062","Kinetic Cannon M T2","SHIP_WEAPONS","2","600","Terrestrial Planet","MUD;ONI;USTUR","AMMUNITION_MATERIAL","DAMAGE_DELIVERY","Ship Weapons","Kinetic Cannon M T1:1;Kinetic Payload Kit:1;Cannon Breech:1;Weapon Housing:1","complete"
"1063","Kinetic Cannon M T3","SHIP_WEAPONS","3","1500","Terrestrial Planet;Volcanic Planet;Gas Giant","MUD;ONI;USTUR","AMMUNITION_MATERIAL","DAMAGE_DELIVERY","Ship Weapons","Kinetic Cannon M T2:1;Kinetic Payload Kit:1;Cannon Breech:1;Weapon Housing:1","complete"
"1064","Kinetic Cannon M T4","SHIP_WEAPONS","4","3000","Volcanic Planet;Ice Planet","MUD;USTUR","AMMUNITION_MATERIAL","DAMAGE_DELIVERY","Ship Weapons","Kinetic Cannon M T3:1;Kinetic Payload Kit:1;Cannon Breech:1;Weapon Housing:1","complete"
"1065","Kinetic Cannon M T5","SHIP_WEAPONS","5","6000","Volcanic Planet;Ice Planet","USTUR","AMMUNITION_MATERIAL","DAMAGE_DELIVERY","Ship Weapons","Kinetic Cannon M T4:1;Kinetic Payload Kit:1;Cannon Breech:1;Weapon Housing:1","complete"
"1066","Kinetic Cannon L T1","SHIP_WEAPONS","1","360","Terrestrial Planet","MUD;ONI;USTUR","AMMUNITION_MATERIAL","DAMAGE_DELIVERY","Ship Weapons","Kinetic Payload Kit:1;Cannon Breech:1;Weapon Housing:1;Enhanced Barrel Assembly:1","complete"
"1067","Kinetic Cannon L T2","SHIP_WEAPONS","2","720","Terrestrial Planet","MUD;ONI;USTUR","AMMUNITION_MATERIAL","DAMAGE_DELIVERY","Ship Weapons","Kinetic Cannon L T1:1;Kinetic Payload Kit:1;Cannon Breech:1;Weapon Housing:1;Enhanced Barrel Assembly:1","complete"
"1068","Kinetic Cannon L T3","SHIP_WEAPONS","3","1800","Terrestrial Planet;Volcanic Planet;Gas Giant","MUD;ONI;USTUR","AMMUNITION_MATERIAL","DAMAGE_DELIVERY","Ship Weapons","Kinetic Cannon L T2:1;Kinetic Payload Kit:1;Cannon Breech:1;Weapon Housing:1;Enhanced Barrel Assembly:1","complete"
"1069","Kinetic Cannon L T4","SHIP_WEAPONS","4","3600","Volcanic Planet;Ice Planet","MUD;USTUR","AMMUNITION_MATERIAL","DAMAGE_DELIVERY","Ship Weapons","Kinetic Cannon L T3:1;Kinetic Payload Kit:1;Cannon Breech:1;Weapon Housing:1;Enhanced Barrel Assembly:1","complete"
"1070","Kinetic Cannon L T5","SHIP_WEAPONS","5","7200","Volcanic Planet;Ice Planet","USTUR","AMMUNITION_MATERIAL","DAMAGE_DELIVERY","Ship Weapons","Kinetic Cannon L T4:1;Kinetic Payload Kit:1;Cannon Breech:1;Weapon Housing:1;Enhanced Barrel Assembly:1","complete"
"1071","Kinetic Cannon CAP T1","SHIP_WEAPONS","1","420","Terrestrial Planet","MUD;ONI;USTUR","AMMUNITION_MATERIAL","DAMAGE_DELIVERY","Ship Weapons","Kinetic Payload Kit:1;Cannon Breech:1;Weapon Housing:1;Enhanced Barrel Assembly:1;Weapon Stabilization Matrix:1","complete"
"1072","Kinetic Cannon CAP T2","SHIP_WEAPONS","2","840","Terrestrial Planet","MUD;ONI;USTUR","AMMUNITION_MATERIAL","DAMAGE_DELIVERY","Ship Weapons","Kinetic Cannon CAP T1:1;Kinetic Payload Kit:1;Cannon Breech:1;Weapon Housing:1;Enhanced Barrel Assembly:1;Weapon Stabilization Matrix:1","complete"
"1073","Kinetic Cannon CAP T3","SHIP_WEAPONS","3","2100","Terrestrial Planet;Volcanic Planet;Gas Giant","MUD;ONI;USTUR","AMMUNITION_MATERIAL","DAMAGE_DELIVERY","Ship Weapons","Kinetic Cannon CAP T2:1;Kinetic Payload Kit:1;Cannon Breech:1;Weapon Housing:1;Enhanced Barrel Assembly:1;Weapon Stabilization Matrix:1","complete"
"1074","Kinetic Cannon CAP T4","SHIP_WEAPONS","4","4200","Volcanic Planet;Ice Planet","MUD;USTUR","AMMUNITION_MATERIAL","DAMAGE_DELIVERY","Ship Weapons","Kinetic Cannon CAP T3:1;Kinetic Payload Kit:1;Cannon Breech:1;Weapon Housing:1;Enhanced Barrel Assembly:1;Weapon Stabilization Matrix:1","complete"
"1075","Kinetic Cannon CAP T5","SHIP_WEAPONS","5","8400","Volcanic Planet;Ice Planet","USTUR","AMMUNITION_MATERIAL","DAMAGE_DELIVERY","Ship Weapons","Kinetic Cannon CAP T4:1;Kinetic Payload Kit:1;Cannon Breech:1;Weapon Housing:1;Enhanced Barrel Assembly:1;Weapon Stabilization Matrix:1","complete"
"1076","Kinetic Cannon CMD T1","SHIP_WEAPONS","1","480","Terrestrial Planet","MUD;ONI;USTUR","AMMUNITION_MATERIAL","DAMAGE_DELIVERY","Ship Weapons","Kinetic Payload Kit:1;Cannon Breech:1;Weapon Housing:1;Enhanced Barrel Assembly:1;Weapon Stabilization Matrix:1;Advanced Targeting Array:1","complete"
"1077","Kinetic Cannon CMD T2","SHIP_WEAPONS","2","960","Terrestrial Planet","MUD;ONI;USTUR","AMMUNITION_MATERIAL","DAMAGE_DELIVERY","Ship Weapons","Kinetic Cannon CMD T1:1;Kinetic Payload Kit:1;Cannon Breech:1;Weapon Housing:1;Enhanced Barrel Assembly:1;Weapon Stabilization Matrix:1;Advanced Targeting Array:1","complete"
"1078","Kinetic Cannon CMD T3","SHIP_WEAPONS","3","2400","Terrestrial Planet;Volcanic Planet;Gas Giant","MUD;ONI;USTUR","AMMUNITION_MATERIAL","DAMAGE_DELIVERY","Ship Weapons","Kinetic Cannon CMD T2:1;Kinetic Payload Kit:1;Cannon Breech:1;Weapon Housing:1;Enhanced Barrel Assembly:1;Weapon Stabilization Matrix:1;Advanced Targeting Array:1","complete"
"1079","Kinetic Cannon CMD T4","SHIP_WEAPONS","4","4800","Volcanic Planet;Ice Planet","MUD;USTUR","AMMUNITION_MATERIAL","DAMAGE_DELIVERY","Ship Weapons","Kinetic Cannon CMD T3:1;Kinetic Payload Kit:1;Cannon Breech:1;Weapon Housing:1;Enhanced Barrel Assembly:1;Weapon Stabilization Matrix:1;Advanced Targeting Array:1","complete"
"1080","Kinetic Cannon CMD T5","SHIP_WEAPONS","5","9600","Volcanic Planet;Ice Planet","USTUR","AMMUNITION_MATERIAL","DAMAGE_DELIVERY","Ship Weapons","Kinetic Cannon CMD T4:1;Kinetic Payload Kit:1;Cannon Breech:1;Weapon Housing:1;Enhanced Barrel Assembly:1;Weapon Stabilization Matrix:1;Advanced Targeting Array:1","complete"
"1081","Kinetic Cannon CLASS8 T1","SHIP_WEAPONS","1","540","Terrestrial Planet","MUD;ONI;USTUR","AMMUNITION_MATERIAL","DAMAGE_DELIVERY","Ship Weapons","Kinetic Payload Kit:1;Cannon Breech:1;Weapon Housing:1;Enhanced Barrel Assembly:1;Weapon Stabilization Matrix:1;Advanced Targeting Array:1;Fortress Weapon Platform:1","complete"
"1082","Kinetic Cannon CLASS8 T2","SHIP_WEAPONS","2","1080","Terrestrial Planet","MUD;ONI;USTUR","AMMUNITION_MATERIAL","DAMAGE_DELIVERY","Ship Weapons","Kinetic Cannon CLASS8 T1:1;Kinetic Payload Kit:1;Cannon Breech:1;Weapon Housing:1;Enhanced Barrel Assembly:1;Weapon Stabilization Matrix:1;Advanced Targeting Array:1;Fortress Weapon Platform:1","complete"
"1083","Kinetic Cannon CLASS8 T3","SHIP_WEAPONS","3","2700","Terrestrial Planet;Volcanic Planet;Gas Giant","MUD;ONI;USTUR","AMMUNITION_MATERIAL","DAMAGE_DELIVERY","Ship Weapons","Kinetic Cannon CLASS8 T2:1;Kinetic Payload Kit:1;Cannon Breech:1;Weapon Housing:1;Enhanced Barrel Assembly:1;Weapon Stabilization Matrix:1;Advanced Targeting Array:1;Fortress Weapon Platform:1","complete"
"1084","Kinetic Cannon CLASS8 T4","SHIP_WEAPONS","4","5400","Volcanic Planet;Ice Planet","MUD;USTUR","AMMUNITION_MATERIAL","DAMAGE_DELIVERY","Ship Weapons","Kinetic Cannon CLASS8 T3:1;Kinetic Payload Kit:1;Cannon Breech:1;Weapon Housing:1;Enhanced Barrel Assembly:1;Weapon Stabilization Matrix:1;Advanced Targeting Array:1;Fortress Weapon Platform:1","complete"
"1085","Kinetic Cannon CLASS8 T5","SHIP_WEAPONS","5","10800","Volcanic Planet;Ice Planet","USTUR","AMMUNITION_MATERIAL","DAMAGE_DELIVERY","Ship Weapons","Kinetic Cannon CLASS8 T4:1;Kinetic Payload Kit:1;Cannon Breech:1;Weapon Housing:1;Enhanced Barrel Assembly:1;Weapon Stabilization Matrix:1;Advanced Targeting Array:1;Fortress Weapon Platform:1","complete"
"1086","Kinetic Cannon TTN T1","SHIP_WEAPONS","1","600","Terrestrial Planet","MUD;ONI;USTUR","AMMUNITION_MATERIAL","DAMAGE_DELIVERY","Ship Weapons","Kinetic Payload Kit:1;Cannon Breech:1;Weapon Housing:1;Enhanced Barrel Assembly:1;Weapon Stabilization Matrix:1;Advanced Targeting Array:1;Fortress Weapon Platform:1;Titan Weapon Core:1","complete"
"1087","Kinetic Cannon TTN T2","SHIP_WEAPONS","2","1200","Terrestrial Planet","MUD;ONI;USTUR","AMMUNITION_MATERIAL","DAMAGE_DELIVERY","Ship Weapons","Kinetic Cannon TTN T1:1;Kinetic Payload Kit:1;Cannon Breech:1;Weapon Housing:1;Enhanced Barrel Assembly:1;Weapon Stabilization Matrix:1;Advanced Targeting Array:1;Fortress Weapon Platform:1;Titan Weapon Core:1","complete"
"1088","Kinetic Cannon TTN T3","SHIP_WEAPONS","3","3000","Terrestrial Planet;Volcanic Planet;Gas Giant","MUD;ONI;USTUR","AMMUNITION_MATERIAL","DAMAGE_DELIVERY","Ship Weapons","Kinetic Cannon TTN T2:1;Kinetic Payload Kit:1;Cannon Breech:1;Weapon Housing:1;Enhanced Barrel Assembly:1;Weapon Stabilization Matrix:1;Advanced Targeting Array:1;Fortress Weapon Platform:1;Titan Weapon Core:1","complete"
"1089","Kinetic Cannon TTN T4","SHIP_WEAPONS","4","6000","Volcanic Planet;Ice Planet","MUD;USTUR","AMMUNITION_MATERIAL","DAMAGE_DELIVERY","Ship Weapons","Kinetic Cannon TTN T3:1;Kinetic Payload Kit:1;Cannon Breech:1;Weapon Housing:1;Enhanced Barrel Assembly:1;Weapon Stabilization Matrix:1;Advanced Targeting Array:1;Fortress Weapon Platform:1;Titan Weapon Core:1","complete"
"1090","Kinetic Cannon TTN T5","SHIP_WEAPONS","5","12000","Volcanic Planet;Ice Planet","USTUR","AMMUNITION_MATERIAL","DAMAGE_DELIVERY","Ship Weapons","Kinetic Cannon TTN T4:1;Kinetic Payload Kit:1;Cannon Breech:1;Weapon Housing:1;Enhanced Barrel Assembly:1;Weapon Stabilization Matrix:1;Advanced Targeting Array:1;Fortress Weapon Platform:1;Titan Weapon Core:1","complete"
"1091","Kinetic Scatterfire XXXS T1","SHIP_WEAPONS","1","60","Terrestrial Planet","MUD;ONI;USTUR","AMMUNITION_MATERIAL","DAMAGE_DELIVERY","Ship Weapons","Kinetic Payload Kit:1;Scatterfire Controller:1;Weapon Housing:1","complete"
"1092","Kinetic Scatterfire XXXS T2","SHIP_WEAPONS","2","120","Terrestrial Planet","MUD;ONI;USTUR","AMMUNITION_MATERIAL","DAMAGE_DELIVERY","Ship Weapons","Kinetic Scatterfire XXXS T1:1;Kinetic Payload Kit:1;Scatterfire Controller:1;Weapon Housing:1","complete"
"1093","Kinetic Scatterfire XXXS T3","SHIP_WEAPONS","3","300","Terrestrial Planet;Volcanic Planet;Gas Giant","MUD;ONI;USTUR","AMMUNITION_MATERIAL","DAMAGE_DELIVERY","Ship Weapons","Kinetic Scatterfire XXXS T2:1;Kinetic Payload Kit:1;Scatterfire Controller:1;Weapon Housing:1","complete"
"1094","Kinetic Scatterfire XXXS T4","SHIP_WEAPONS","4","600","Volcanic Planet;Ice Planet","MUD;USTUR","AMMUNITION_MATERIAL","DAMAGE_DELIVERY","Ship Weapons","Kinetic Scatterfire XXXS T3:1;Kinetic Payload Kit:1;Scatterfire Controller:1;Weapon Housing:1","complete"
"1095","Kinetic Scatterfire XXXS T5","SHIP_WEAPONS","5","1200","Volcanic Planet;Ice Planet","USTUR","AMMUNITION_MATERIAL","DAMAGE_DELIVERY","Ship Weapons","Kinetic Scatterfire XXXS T4:1;Kinetic Payload Kit:1;Scatterfire Controller:1;Weapon Housing:1","complete"
"1096","Kinetic Scatterfire XXS T1","SHIP_WEAPONS","1","120","Terrestrial Planet","MUD;ONI;USTUR","AMMUNITION_MATERIAL","DAMAGE_DELIVERY","Ship Weapons","Kinetic Payload Kit:1;Scatterfire Controller:1;Weapon Housing:1","complete"
"1097","Kinetic Scatterfire XXS T2","SHIP_WEAPONS","2","240","Terrestrial Planet","MUD;ONI;USTUR","AMMUNITION_MATERIAL","DAMAGE_DELIVERY","Ship Weapons","Kinetic Scatterfire XXS T1:1;Kinetic Payload Kit:1;Scatterfire Controller:1;Weapon Housing:1","complete"
"1098","Kinetic Scatterfire XXS T3","SHIP_WEAPONS","3","600","Terrestrial Planet;Volcanic Planet;Gas Giant","MUD;ONI;USTUR","AMMUNITION_MATERIAL","DAMAGE_DELIVERY","Ship Weapons","Kinetic Scatterfire XXS T2:1;Kinetic Payload Kit:1;Scatterfire Controller:1;Weapon Housing:1","complete"
"1099","Kinetic Scatterfire XXS T4","SHIP_WEAPONS","4","1200","Volcanic Planet;Ice Planet","MUD;USTUR","AMMUNITION_MATERIAL","DAMAGE_DELIVERY","Ship Weapons","Kinetic Scatterfire XXS T3:1;Kinetic Payload Kit:1;Scatterfire Controller:1;Weapon Housing:1","complete"
"1100","Kinetic Scatterfire XXS T5","SHIP_WEAPONS","5","2400","Volcanic Planet;Ice Planet","USTUR","AMMUNITION_MATERIAL","DAMAGE_DELIVERY","Ship Weapons","Kinetic Scatterfire XXS T4:1;Kinetic Payload Kit:1;Scatterfire Controller:1;Weapon Housing:1","complete"
"1101","Kinetic Scatterfire XS T1","SHIP_WEAPONS","1","180","Terrestrial Planet","MUD;ONI;USTUR","AMMUNITION_MATERIAL","DAMAGE_DELIVERY","Ship Weapons","Kinetic Payload Kit:1;Scatterfire Controller:1;Weapon Housing:1","complete"
"1102","Kinetic Scatterfire XS T2","SHIP_WEAPONS","2","360","Terrestrial Planet","MUD;ONI;USTUR","AMMUNITION_MATERIAL","DAMAGE_DELIVERY","Ship Weapons","Kinetic Scatterfire XS T1:1;Kinetic Payload Kit:1;Scatterfire Controller:1;Weapon Housing:1","complete"
"1103","Kinetic Scatterfire XS T3","SHIP_WEAPONS","3","900","Terrestrial Planet;Volcanic Planet;Gas Giant","MUD;ONI;USTUR","AMMUNITION_MATERIAL","DAMAGE_DELIVERY","Ship Weapons","Kinetic Scatterfire XS T2:1;Kinetic Payload Kit:1;Scatterfire Controller:1;Weapon Housing:1","complete"
"1104","Kinetic Scatterfire XS T4","SHIP_WEAPONS","4","1800","Volcanic Planet;Ice Planet","MUD;USTUR","AMMUNITION_MATERIAL","DAMAGE_DELIVERY","Ship Weapons","Kinetic Scatterfire XS T3:1;Kinetic Payload Kit:1;Scatterfire Controller:1;Weapon Housing:1","complete"
"1105","Kinetic Scatterfire XS T5","SHIP_WEAPONS","5","3600","Volcanic Planet;Ice Planet","USTUR","AMMUNITION_MATERIAL","DAMAGE_DELIVERY","Ship Weapons","Kinetic Scatterfire XS T4:1;Kinetic Payload Kit:1;Scatterfire Controller:1;Weapon Housing:1","complete"
"1106","Kinetic Scatterfire S T1","SHIP_WEAPONS","1","240","Terrestrial Planet","MUD;ONI;USTUR","AMMUNITION_MATERIAL","DAMAGE_DELIVERY","Ship Weapons","Kinetic Payload Kit:1;Scatterfire Controller:1;Weapon Housing:1","complete"
"1107","Kinetic Scatterfire S T2","SHIP_WEAPONS","2","480","Terrestrial Planet","MUD;ONI;USTUR","AMMUNITION_MATERIAL","DAMAGE_DELIVERY","Ship Weapons","Kinetic Scatterfire S T1:1;Kinetic Payload Kit:1;Scatterfire Controller:1;Weapon Housing:1","complete"
"1108","Kinetic Scatterfire S T3","SHIP_WEAPONS","3","1200","Terrestrial Planet;Volcanic Planet;Gas Giant","MUD;ONI;USTUR","AMMUNITION_MATERIAL","DAMAGE_DELIVERY","Ship Weapons","Kinetic Scatterfire S T2:1;Kinetic Payload Kit:1;Scatterfire Controller:1;Weapon Housing:1","complete"
"1109","Kinetic Scatterfire S T4","SHIP_WEAPONS","4","2400","Volcanic Planet;Ice Planet","MUD;USTUR","AMMUNITION_MATERIAL","DAMAGE_DELIVERY","Ship Weapons","Kinetic Scatterfire S T3:1;Kinetic Payload Kit:1;Scatterfire Controller:1;Weapon Housing:1","complete"
"1110","Kinetic Scatterfire S T5","SHIP_WEAPONS","5","4800","Volcanic Planet;Ice Planet","USTUR","AMMUNITION_MATERIAL","DAMAGE_DELIVERY","Ship Weapons","Kinetic Scatterfire S T4:1;Kinetic Payload Kit:1;Scatterfire Controller:1;Weapon Housing:1","complete"
"1111","Kinetic Scatterfire M T1","SHIP_WEAPONS","1","300","Terrestrial Planet","MUD;ONI;USTUR","AMMUNITION_MATERIAL","DAMAGE_DELIVERY","Ship Weapons","Kinetic Payload Kit:1;Scatterfire Controller:1;Weapon Housing:1","complete"
"1112","Kinetic Scatterfire M T2","SHIP_WEAPONS","2","600","Terrestrial Planet","MUD;ONI;USTUR","AMMUNITION_MATERIAL","DAMAGE_DELIVERY","Ship Weapons","Kinetic Scatterfire M T1:1;Kinetic Payload Kit:1;Scatterfire Controller:1;Weapon Housing:1","complete"
"1113","Kinetic Scatterfire M T3","SHIP_WEAPONS","3","1500","Terrestrial Planet;Volcanic Planet;Gas Giant","MUD;ONI;USTUR","AMMUNITION_MATERIAL","DAMAGE_DELIVERY","Ship Weapons","Kinetic Scatterfire M T2:1;Kinetic Payload Kit:1;Scatterfire Controller:1;Weapon Housing:1","complete"
"1114","Kinetic Scatterfire M T4","SHIP_WEAPONS","4","3000","Volcanic Planet;Ice Planet","MUD;USTUR","AMMUNITION_MATERIAL","DAMAGE_DELIVERY","Ship Weapons","Kinetic Scatterfire M T3:1;Kinetic Payload Kit:1;Scatterfire Controller:1;Weapon Housing:1","complete"
"1115","Kinetic Scatterfire M T5","SHIP_WEAPONS","5","6000","Volcanic Planet;Ice Planet","USTUR","AMMUNITION_MATERIAL","DAMAGE_DELIVERY","Ship Weapons","Kinetic Scatterfire M T4:1;Kinetic Payload Kit:1;Scatterfire Controller:1;Weapon Housing:1","complete"
"1116","Kinetic Scatterfire L T1","SHIP_WEAPONS","1","360","Terrestrial Planet","MUD;ONI;USTUR","AMMUNITION_MATERIAL","DAMAGE_DELIVERY","Ship Weapons","Kinetic Payload Kit:1;Scatterfire Controller:1;Weapon Housing:1;Enhanced Barrel Assembly:1","complete"
"1117","Kinetic Scatterfire L T2","SHIP_WEAPONS","2","720","Terrestrial Planet","MUD;ONI;USTUR","AMMUNITION_MATERIAL","DAMAGE_DELIVERY","Ship Weapons","Kinetic Scatterfire L T1:1;Kinetic Payload Kit:1;Scatterfire Controller:1;Weapon Housing:1;Enhanced Barrel Assembly:1","complete"
"1118","Kinetic Scatterfire L T3","SHIP_WEAPONS","3","1800","Terrestrial Planet;Volcanic Planet;Gas Giant","MUD;ONI;USTUR","AMMUNITION_MATERIAL","DAMAGE_DELIVERY","Ship Weapons","Kinetic Scatterfire L T2:1;Kinetic Payload Kit:1;Scatterfire Controller:1;Weapon Housing:1;Enhanced Barrel Assembly:1","complete"
"1119","Kinetic Scatterfire L T4","SHIP_WEAPONS","4","3600","Volcanic Planet;Ice Planet","MUD;USTUR","AMMUNITION_MATERIAL","DAMAGE_DELIVERY","Ship Weapons","Kinetic Scatterfire L T3:1;Kinetic Payload Kit:1;Scatterfire Controller:1;Weapon Housing:1;Enhanced Barrel Assembly:1","complete"
"1120","Kinetic Scatterfire L T5","SHIP_WEAPONS","5","7200","Volcanic Planet;Ice Planet","USTUR","AMMUNITION_MATERIAL","DAMAGE_DELIVERY","Ship Weapons","Kinetic Scatterfire L T4:1;Kinetic Payload Kit:1;Scatterfire Controller:1;Weapon Housing:1;Enhanced Barrel Assembly:1","complete"
"1121","Kinetic Scatterfire CAP T1","SHIP_WEAPONS","1","420","Terrestrial Planet","MUD;ONI;USTUR","AMMUNITION_MATERIAL","DAMAGE_DELIVERY","Ship Weapons","Kinetic Payload Kit:1;Scatterfire Controller:1;Weapon Housing:1;Enhanced Barrel Assembly:1;Weapon Stabilization Matrix:1","complete"
"1122","Kinetic Scatterfire CAP T2","SHIP_WEAPONS","2","840","Terrestrial Planet","MUD;ONI;USTUR","AMMUNITION_MATERIAL","DAMAGE_DELIVERY","Ship Weapons","Kinetic Scatterfire CAP T1:1;Kinetic Payload Kit:1;Scatterfire Controller:1;Weapon Housing:1;Enhanced Barrel Assembly:1;Weapon Stabilization Matrix:1","complete"
"1123","Kinetic Scatterfire CAP T3","SHIP_WEAPONS","3","2100","Terrestrial Planet;Volcanic Planet;Gas Giant","MUD;ONI;USTUR","AMMUNITION_MATERIAL","DAMAGE_DELIVERY","Ship Weapons","Kinetic Scatterfire CAP T2:1;Kinetic Payload Kit:1;Scatterfire Controller:1;Weapon Housing:1;Enhanced Barrel Assembly:1;Weapon Stabilization Matrix:1","complete"
"1124","Kinetic Scatterfire CAP T4","SHIP_WEAPONS","4","4200","Volcanic Planet;Ice Planet","MUD;USTUR","AMMUNITION_MATERIAL","DAMAGE_DELIVERY","Ship Weapons","Kinetic Scatterfire CAP T3:1;Kinetic Payload Kit:1;Scatterfire Controller:1;Weapon Housing:1;Enhanced Barrel Assembly:1;Weapon Stabilization Matrix:1","complete"
"1125","Kinetic Scatterfire CAP T5","SHIP_WEAPONS","5","8400","Volcanic Planet;Ice Planet","USTUR","AMMUNITION_MATERIAL","DAMAGE_DELIVERY","Ship Weapons","Kinetic Scatterfire CAP T4:1;Kinetic Payload Kit:1;Scatterfire Controller:1;Weapon Housing:1;Enhanced Barrel Assembly:1;Weapon Stabilization Matrix:1","complete"
"1126","Kinetic Scatterfire CMD T1","SHIP_WEAPONS","1","480","Terrestrial Planet","MUD;ONI;USTUR","AMMUNITION_MATERIAL","DAMAGE_DELIVERY","Ship Weapons","Kinetic Payload Kit:1;Scatterfire Controller:1;Weapon Housing:1;Enhanced Barrel Assembly:1;Weapon Stabilization Matrix:1;Advanced Targeting Array:1","complete"
"1127","Kinetic Scatterfire CMD T2","SHIP_WEAPONS","2","960","Terrestrial Planet","MUD;ONI;USTUR","AMMUNITION_MATERIAL","DAMAGE_DELIVERY","Ship Weapons","Kinetic Scatterfire CMD T1:1;Kinetic Payload Kit:1;Scatterfire Controller:1;Weapon Housing:1;Enhanced Barrel Assembly:1;Weapon Stabilization Matrix:1;Advanced Targeting Array:1","complete"
"1128","Kinetic Scatterfire CMD T3","SHIP_WEAPONS","3","2400","Terrestrial Planet;Volcanic Planet;Gas Giant","MUD;ONI;USTUR","AMMUNITION_MATERIAL","DAMAGE_DELIVERY","Ship Weapons","Kinetic Scatterfire CMD T2:1;Kinetic Payload Kit:1;Scatterfire Controller:1;Weapon Housing:1;Enhanced Barrel Assembly:1;Weapon Stabilization Matrix:1;Advanced Targeting Array:1","complete"
"1129","Kinetic Scatterfire CMD T4","SHIP_WEAPONS","4","4800","Volcanic Planet;Ice Planet","MUD;USTUR","AMMUNITION_MATERIAL","DAMAGE_DELIVERY","Ship Weapons","Kinetic Scatterfire CMD T3:1;Kinetic Payload Kit:1;Scatterfire Controller:1;Weapon Housing:1;Enhanced Barrel Assembly:1;Weapon Stabilization Matrix:1;Advanced Targeting Array:1","complete"
"1130","Kinetic Scatterfire CMD T5","SHIP_WEAPONS","5","9600","Volcanic Planet;Ice Planet","USTUR","AMMUNITION_MATERIAL","DAMAGE_DELIVERY","Ship Weapons","Kinetic Scatterfire CMD T4:1;Kinetic Payload Kit:1;Scatterfire Controller:1;Weapon Housing:1;Enhanced Barrel Assembly:1;Weapon Stabilization Matrix:1;Advanced Targeting Array:1","complete"
"1131","Kinetic Scatterfire CLASS8 T1","SHIP_WEAPONS","1","540","Terrestrial Planet","MUD;ONI;USTUR","AMMUNITION_MATERIAL","DAMAGE_DELIVERY","Ship Weapons","Kinetic Payload Kit:1;Scatterfire Controller:1;Weapon Housing:1;Enhanced Barrel Assembly:1;Weapon Stabilization Matrix:1;Advanced Targeting Array:1;Fortress Weapon Platform:1","complete"
"1132","Kinetic Scatterfire CLASS8 T2","SHIP_WEAPONS","2","1080","Terrestrial Planet","MUD;ONI;USTUR","AMMUNITION_MATERIAL","DAMAGE_DELIVERY","Ship Weapons","Kinetic Scatterfire CLASS8 T1:1;Kinetic Payload Kit:1;Scatterfire Controller:1;Weapon Housing:1;Enhanced Barrel Assembly:1;Weapon Stabilization Matrix:1;Advanced Targeting Array:1;Fortress Weapon Platform:1","complete"
"1133","Kinetic Scatterfire CLASS8 T3","SHIP_WEAPONS","3","2700","Terrestrial Planet;Volcanic Planet;Gas Giant","MUD;ONI;USTUR","AMMUNITION_MATERIAL","DAMAGE_DELIVERY","Ship Weapons","Kinetic Scatterfire CLASS8 T2:1;Kinetic Payload Kit:1;Scatterfire Controller:1;Weapon Housing:1;Enhanced Barrel Assembly:1;Weapon Stabilization Matrix:1;Advanced Targeting Array:1;Fortress Weapon Platform:1","complete"
"1134","Kinetic Scatterfire CLASS8 T4","SHIP_WEAPONS","4","5400","Volcanic Planet;Ice Planet","MUD;USTUR","AMMUNITION_MATERIAL","DAMAGE_DELIVERY","Ship Weapons","Kinetic Scatterfire CLASS8 T3:1;Kinetic Payload Kit:1;Scatterfire Controller:1;Weapon Housing:1;Enhanced Barrel Assembly:1;Weapon Stabilization Matrix:1;Advanced Targeting Array:1;Fortress Weapon Platform:1","complete"
"1135","Kinetic Scatterfire CLASS8 T5","SHIP_WEAPONS","5","10800","Volcanic Planet;Ice Planet","USTUR","AMMUNITION_MATERIAL","DAMAGE_DELIVERY","Ship Weapons","Kinetic Scatterfire CLASS8 T4:1;Kinetic Payload Kit:1;Scatterfire Controller:1;Weapon Housing:1;Enhanced Barrel Assembly:1;Weapon Stabilization Matrix:1;Advanced Targeting Array:1;Fortress Weapon Platform:1","complete"
"1136","Kinetic Scatterfire TTN T1","SHIP_WEAPONS","1","600","Terrestrial Planet","MUD;ONI;USTUR","AMMUNITION_MATERIAL","DAMAGE_DELIVERY","Ship Weapons","Kinetic Payload Kit:1;Scatterfire Controller:1;Weapon Housing:1;Enhanced Barrel Assembly:1;Weapon Stabilization Matrix:1;Advanced Targeting Array:1;Fortress Weapon Platform:1;Titan Weapon Core:1","complete"
"1137","Kinetic Scatterfire TTN T2","SHIP_WEAPONS","2","1200","Terrestrial Planet","MUD;ONI;USTUR","AMMUNITION_MATERIAL","DAMAGE_DELIVERY","Ship Weapons","Kinetic Scatterfire TTN T1:1;Kinetic Payload Kit:1;Scatterfire Controller:1;Weapon Housing:1;Enhanced Barrel Assembly:1;Weapon Stabilization Matrix:1;Advanced Targeting Array:1;Fortress Weapon Platform:1;Titan Weapon Core:1","complete"
