OutputID,OutputName,OutputType,ComponentCategory,Size,OutputTier,ConstructionTime,PlanetTypes,Factions,ResourceType,ProductionSteps,Ingredient1,Quantity1,Ingredient2,Quantity2,Ingredient3,Quantity3,Ingredient4,Quantity4,Ingredient5,Quantity5,Ingredient6,Quantity6,Ingredient7,Quantity7,Ingredient8,Quantity8,Ingredient9,Quantity9,Column 28,Column 29,Column 30,Column 31
fire-suppressor-ttn-t1,Fire Suppressor TTN T1,SHIP_COMPONENTS,THERMAL,TTN,1,600,Terrestrial Planet,MUD;ONI;USTUR,ELECTRONIC_COMPONENT,4,Singularity Heat Sink,1,Titan Thermal Matrix,1,Battleship Cooling Core,1,,,,,,,,,,,,,,,,
energy-capacitor-xxxs-t1,Energy Capacitor XXXS T1,SHIP_COMPONENTS,ENERGY,XXXS,1,60,Terrestrial Planet,MUD;ONI;USTUR,ELECTRONIC_COMPONENT,2,Basic Power Cell,1,,,,,,,,,,,,,,,,,,,,
energy-capacitor-xxs-t1,Energy Capacitor XXS T1,SHIP_COMPONENTS,ENERGY,XXS,1,120,Terrestrial Planet,MUD;ONI;USTUR,ELECTRONIC_COMPONENT,2,Basic Power Cell,1,,,,,,,,,,,,,,,,,,,,
energy-capacitor-xs-t1,Energy Capacitor XS T1,SHIP_COMPONENTS,ENERGY,XS,1,180,Terrestrial Planet,MUD;ONI;USTUR,ELECTRONIC_COMPONENT,3,Enhanced Energy Matrix,1,Capacitor Array,1,,,,,,,,,,,,,,,,,,
energy-capacitor-s-t1,Energy Capacitor S T1,SHIP_COMPONENTS,ENERGY,S,1,240,Terrestrial Planet,MUD;ONI;USTUR,ELECTRONIC_COMPONENT,3,Enhanced Energy Matrix,1,Capacitor Array,1,,,,,,,,,,,,,,,,,,
energy-capacitor-m-t1,Energy Capacitor M T1,SHIP_COMPONENTS,ENERGY,M,1,300,Terrestrial Planet,MUD;ONI;USTUR,ELECTRONIC_COMPONENT,3,Military Power Core,1,Enhanced Energy Matrix,1,,,,,,,,,,,,,,,,,,
energy-capacitor-l-t1,Energy Capacitor L T1,SHIP_COMPONENTS,ENERGY,L,1,360,Terrestrial Planet,MUD;ONI;USTUR,ELECTRONIC_COMPONENT,3,Quantum Energy Bank,1,Military Power Core,1,,,,,,,,,,,,,,,,,,
energy-capacitor-cap-t1,Energy Capacitor CAP T1,SHIP_COMPONENTS,ENERGY,CAP,1,420,Terrestrial Planet,MUD;ONI;USTUR,ELECTRONIC_COMPONENT,3,Capital Power Grid,1,Quantum Energy Bank,1,,,,,,,,,,,,,,,,,,
energy-capacitor-cmd-t1,Energy Capacitor CMD T1,SHIP_COMPONENTS,ENERGY,CMD,1,480,Terrestrial Planet,MUD;ONI;USTUR,ELECTRONIC_COMPONENT,4,Battleship Energy Core,1,Capital Power Grid,1,Quantum Energy Bank,1,,,,,,,,,,,,,,,,
energy-capacitor-class8-t1,Energy Capacitor CLASS8 T1,SHIP_COMPONENTS,ENERGY,CLASS8,1,540,Terrestrial Planet,MUD;ONI;USTUR,ELECTRONIC_COMPONENT,4,Titan Energy Matrix,1,Battleship Energy Core,1,Capital Power Grid,1,,,,,,,,,,,,,,,,
energy-capacitor-ttn-t1,Energy Capacitor TTN T1,SHIP_COMPONENTS,ENERGY,TTN,1,600,Terrestrial Planet,MUD;ONI;USTUR,ELECTRONIC_COMPONENT,4,Titan Energy Matrix,1,Singularity Power Core,1,Battleship Energy Core,1,,,,,,,,,,,,,,,,
decoy-xxxs-t1,Decoy XXXS T1,COUNTERMEASURES,DEFENSIVE,XXXS,1,60,Terrestrial Planet,MUD;ONI;USTUR,ELECTRONIC_COMPONENT,2,Basic Hologram Core,1,,,,,,,,,,,,,,,,,,,,
decoy-xxs-t1,Decoy XXS T1,COUNTERMEASURES,DEFENSIVE,XXS,1,120,Terrestrial Planet,MUD;ONI;USTUR,ELECTRONIC_COMPONENT,2,Basic Hologram Core,1,,,,,,,,,,,,,,,,,,,,
decoy-xs-t1,Decoy XS T1,COUNTERMEASURES,DEFENSIVE,XS,1,180,Terrestrial Planet,MUD;ONI;USTUR,ELECTRONIC_COMPONENT,3,Advanced Hologram Matrix,1,Signature Scrambler,1,,,,,,,,,,,,,,,,,,
decoy-s-t1,Decoy S T1,COUNTERMEASURES,DEFENSIVE,S,1,240,Terrestrial Planet,MUD;ONI;USTUR,ELECTRONIC_COMPONENT,3,Advanced Hologram Matrix,1,Signature Scrambler,1,,,,,,,,,,,,,,,,,,
decoy-m-t1,Decoy M T1,COUNTERMEASURES,DEFENSIVE,M,1,300,Terrestrial Planet,MUD;ONI;USTUR,ELECTRONIC_COMPONENT,3,Tactical Deception Unit,1,Defense Integration Hub,1,,,,,,,,,,,,,,,,,,
decoy-l-t1,Decoy L T1,COUNTERMEASURES,DEFENSIVE,L,1,360,Terrestrial Planet,MUD;ONI;USTUR,ELECTRONIC_COMPONENT,3,Quantum Decoy Core,1,Defense Integration Hub,1,,,,,,,,,,,,,,,,,,
decoy-cap-t1,Decoy CAP T1,COUNTERMEASURES,DEFENSIVE,CAP,1,420,Terrestrial Planet,MUD;ONI;USTUR,ELECTRONIC_COMPONENT,4,Quantum Decoy Core,1,Ship Defense Network,1,Tactical Deception Unit,1,,,,,,,,,,,,,,,,
decoy-cmd-t1,Decoy CMD T1,COUNTERMEASURES,DEFENSIVE,CMD,1,480,Terrestrial Planet,MUD;ONI;USTUR,ELECTRONIC_COMPONENT,4,Capital Defense Matrix,1,Ship Defense Network,1,Quantum Decoy Core,1,,,,,,,,,,,,,,,,
decoy-class8-t1,Decoy CLASS8 T1,COUNTERMEASURES,DEFENSIVE,CLASS8,1,540,Terrestrial Planet,MUD;ONI;USTUR,ELECTRONIC_COMPONENT,5,Capital Defense Matrix,1,Singularity Masking Array,1,Ship Defense Network,1,Quantum Decoy Core,1,,,,,,,,,,,,,,
decoy-ttn-t1,Decoy TTN T1,COUNTERMEASURES,DEFENSIVE,TTN,1,600,Terrestrial Planet,MUD;ONI;USTUR,ELECTRONIC_COMPONENT,5,Battleship Defense Core,1,Singularity Masking Array,1,Ship Defense Network,1,Quantum Decoy Core,1,,,,,,,,,,,,,,
photon-missile-xxxs-t1,Photon Missile XXXS T1,MISSILES,ENERGY,XXXS,1,60,Terrestrial Planet,MUD;ONI;USTUR,ELECTRONIC_COMPONENT,4,Photon Payload Kit,1,Missile Guidance Core,1,Propulsion Unit,1,,,,,,,,,,,,,,,,
photon-missile-xxs-t1,Photon Missile XXS T1,MISSILES,ENERGY,XXS,1,120,Terrestrial Planet,MUD;ONI;USTUR,ELECTRONIC_COMPONENT,4,Photon Payload Kit,1,Missile Guidance Core,1,Propulsion Unit,1,,,,,,,,,,,,,,,,
photon-missile-xs-t1,Photon Missile XS T1,MISSILES,ENERGY,XS,1,180,Terrestrial Planet,MUD;ONI;USTUR,ELECTRONIC_COMPONENT,4,Enhanced Photon Core,1,Advanced Guidance,1,Propulsion Unit,1,,,,,,,,,,,,,,,,
photon-missile-s-t1,Photon Missile S T1,MISSILES,ENERGY,S,1,240,Terrestrial Planet,MUD;ONI;USTUR,ELECTRONIC_COMPONENT,4,Enhanced Photon Core,1,Advanced Guidance,1,Propulsion Unit,1,,,,,,,,,,,,,,,,
photon-missile-m-t1,Photon Missile M T1,MISSILES,ENERGY,M,1,300,Terrestrial Planet,MUD;ONI;USTUR,ELECTRONIC_COMPONENT,4,Military Photon Array,1,Enhanced Photon Core,1,Advanced Guidance,1,,,,,,,,,,,,,,,,
photon-missile-l-t1,Photon Missile L T1,MISSILES,ENERGY,L,1,360,Terrestrial Planet,MUD;ONI;USTUR,ELECTRONIC_COMPONENT,4,Quantum Photon System,1,Military Photon Array,1,Enhanced Photon Core,1,,,,,,,,,,,,,,,,
photon-missile-cap-t1,Photon Missile CAP T1,MISSILES,ENERGY,CAP,1,420,Terrestrial Planet,MUD;ONI;USTUR,ELECTRONIC_COMPONENT,4,Capital Photon Grid,1,Quantum Photon System,1,Military Photon Array,1,,,,,,,,,,,,,,,,
photon-missile-cmd-t1,Photon Missile CMD T1,MISSILES,ENERGY,CMD,1,480,Terrestrial Planet,MUD;ONI;USTUR,ELECTRONIC_COMPONENT,5,Battleship Photon Core,1,Capital Photon Grid,1,Quantum Photon System,1,Military Photon Array,1,,,,,,,,,,,,,,
photon-missile-class8-t1,Photon Missile CLASS8 T1,MISSILES,ENERGY,CLASS8,1,540,Terrestrial Planet,MUD;ONI;USTUR,ELECTRONIC_COMPONENT,5,Titan Photon Matrix,1,Battleship Photon Core,1,Capital Photon Grid,1,Quantum Photon System,1,,,,,,,,,,,,,,
photon-missile-ttn-t1,Photon Missile TTN T1,MISSILES,ENERGY,TTN,1,600,Terrestrial Planet,MUD;ONI;USTUR,ELECTRONIC_COMPONENT,5,Singularity Photon Core,1,Titan Photon Matrix,1,Battleship Photon Core,1,Capital Photon Grid,1,,,,,,,,,,,,,,
shockwave-missile-xxxs-t1,Shockwave Missile XXXS T1,MISSILES,KINETIC,XXXS,1,60,Terrestrial Planet,MUD;ONI;USTUR,ELECTRONIC_COMPONENT,4,Shockwave Payload Kit,1,Missile Guidance Core,1,Propulsion Unit,1,,,,,,,,,,,,,,,,
shockwave-missile-xxs-t1,Shockwave Missile XXS T1,MISSILES,KINETIC,XXS,1,120,Terrestrial Planet,MUD;ONI;USTUR,ELECTRONIC_COMPONENT,4,Shockwave Payload Kit,1,Missile Guidance Core,1,Propulsion Unit,1,,,,,,,,,,,,,,,,
shockwave-missile-xs-t1,Shockwave Missile XS T1,MISSILES,KINETIC,XS,1,180,Terrestrial Planet,MUD;ONI;USTUR,ELECTRONIC_COMPONENT,4,Enhanced Shockwave Core,1,Advanced Guidance,1,Propulsion Unit,1,,,,,,,,,,,,,,,,
shockwave-missile-s-t1,Shockwave Missile S T1,MISSILES,KINETIC,S,1,240,Terrestrial Planet,MUD;ONI;USTUR,ELECTRONIC_COMPONENT,4,Enhanced Shockwave Core,1,Advanced Guidance,1,Propulsion Unit,1,,,,,,,,,,,,,,,,
shockwave-missile-m-t1,Shockwave Missile M T1,MISSILES,KINETIC,M,1,300,Terrestrial Planet,MUD;ONI;USTUR,ELECTRONIC_COMPONENT,4,Military Shockwave Array,1,Enhanced Shockwave Core,1,Advanced Guidance,1,,,,,,,,,,,,,,,,
shockwave-missile-l-t1,Shockwave Missile L T1,MISSILES,KINETIC,L,1,360,Terrestrial Planet,MUD;ONI;USTUR,ELECTRONIC_COMPONENT,4,Quantum Shockwave System,1,Military Shockwave Array,1,Enhanced Shockwave Core,1,,,,,,,,,,,,,,,,
shockwave-missile-cap-t1,Shockwave Missile CAP T1,MISSILES,KINETIC,CAP,1,420,Terrestrial Planet,MUD;ONI;USTUR,ELECTRONIC_COMPONENT,4,Capital Shockwave Grid,1,Quantum Shockwave System,1,Military Shockwave Array,1,,,,,,,,,,,,,,,,
shockwave-missile-cmd-t1,Shockwave Missile CMD T1,MISSILES,KINETIC,CMD,1,480,Terrestrial Planet,MUD;ONI;USTUR,ELECTRONIC_COMPONENT,5,Battleship Shockwave Core,1,Capital Shockwave Grid,1,Quantum Shockwave System,1,Military Shockwave Array,1,,,,,,,,,,,,,,
shockwave-missile-class8-t1,Shockwave Missile CLASS8 T1,MISSILES,KINETIC,CLASS8,1,540,Terrestrial Planet,MUD;ONI;USTUR,ELECTRONIC_COMPONENT,5,Titan Shockwave Matrix,1,Battleship Shockwave Core,1,Capital Shockwave Grid,1,Quantum Shockwave System,1,,,,,,,,,,,,,,
shockwave-missile-ttn-t1,Shockwave Missile TTN T1,MISSILES,KINETIC,TTN,1,600,Terrestrial Planet,MUD;ONI;USTUR,ELECTRONIC_COMPONENT,5,Singularity Shockwave Core,1,Titan Shockwave Matrix,1,Battleship Shockwave Core,1,Capital Shockwave Grid,1,,,,,,,,,,,,,,
emp-missile-xxxs-t1,EMP Missile XXXS T1,MISSILES,ELECTROMAGNETIC,XXXS,1,60,Terrestrial Planet,MUD;ONI;USTUR,ELECTRONIC_COMPONENT,4,EMP Payload Kit,1,Missile Guidance Core,1,Propulsion Unit,1,,,,,,,,,,,,,,,,
emp-missile-xxs-t1,EMP Missile XXS T1,MISSILES,ELECTROMAGNETIC,XXS,1,120,Terrestrial Planet,MUD;ONI;USTUR,ELECTRONIC_COMPONENT,4,EMP Payload Kit,1,Missile Guidance Core,1,Propulsion Unit,1,,,,,,,,,,,,,,,,
emp-missile-xs-t1,EMP Missile XS T1,MISSILES,ELECTROMAGNETIC,XS,1,180,Terrestrial Planet,MUD;ONI;USTUR,ELECTRONIC_COMPONENT,4,Enhanced EMP Core,1,Advanced Guidance,1,Propulsion Unit,1,,,,,,,,,,,,,,,,
emp-missile-s-t1,EMP Missile S T1,MISSILES,ELECTROMAGNETIC,S,1,240,Terrestrial Planet,MUD;ONI;USTUR,ELECTRONIC_COMPONENT,4,Enhanced EMP Core,1,Advanced Guidance,1,Propulsion Unit,1,,,,,,,,,,,,,,,,
emp-missile-m-t1,EMP Missile M T1,MISSILES,ELECTROMAGNETIC,M,1,300,Terrestrial Planet,MUD;ONI;USTUR,ELECTRONIC_COMPONENT,4,Military EMP Array,1,Enhanced EMP Core,1,Advanced Guidance,1,,,,,,,,,,,,,,,,
emp-missile-l-t1,EMP Missile L T1,MISSILES,ELECTROMAGNETIC,L,1,360,Terrestrial Planet,MUD;ONI;USTUR,ELECTRONIC_COMPONENT,4,Quantum EMP System,1,Military EMP Array,1,Enhanced EMP Core,1,,,,,,,,,,,,,,,,
emp-missile-cap-t1,EMP Missile CAP T1,MISSILES,ELECTROMAGNETIC,CAP,1,420,Terrestrial Planet,MUD;ONI;USTUR,ELECTRONIC_COMPONENT,4,Capital EMP Grid,1,Quantum EMP System,1,Military EMP Array,1,,,,,,,,,,,,,,,,
emp-missile-cmd-t1,EMP Missile CMD T1,MISSILES,ELECTROMAGNETIC,CMD,1,480,Terrestrial Planet,MUD;ONI;USTUR,ELECTRONIC_COMPONENT,5,Battleship EMP Core,1,Capital EMP Grid,1,Quantum EMP System,1,Military EMP Array,1,,,,,,,,,,,,,,
emp-missile-class8-t1,EMP Missile CLASS8 T1,MISSILES,ELECTROMAGNETIC,CLASS8,1,540,Terrestrial Planet,MUD;ONI;USTUR,ELECTRONIC_COMPONENT,5,Titan EMP Matrix,1,Battleship EMP Core,1,Capital EMP Grid,1,Quantum EMP System,1,,,,,,,,,,,,,,
emp-missile-ttn-t1,EMP Missile TTN T1,MISSILES,ELECTROMAGNETIC,TTN,1,600,Terrestrial Planet,MUD;ONI;USTUR,ELECTRONIC_COMPONENT,5,Singularity EMP Core,1,Titan EMP Matrix,1,Battleship EMP Core,1,Capital EMP Grid,1,,,,,,,,,,,,,,
gray-goo-missile-xxxs-t1,Gray Goo Missile XXXS T1,MISSILES,WEAPONS,XXXS,1,60,Terrestrial Planet,MUD;ONI;USTUR,ELECTRONIC_COMPONENT,4,Gray Goo Payload Kit,1,Missile Guidance Core,1,Propulsion Unit,1,,,,,,,,,,,,,,,,
gray-goo-missile-xxs-t1,Gray Goo Missile XXS T1,MISSILES,WEAPONS,XXS,1,120,Terrestrial Planet,MUD;ONI;USTUR,ELECTRONIC_COMPONENT,4,Gray Goo Payload Kit,1,Missile Guidance Core,1,Propulsion Unit,1,,,,,,,,,,,,,,,,
gray-goo-missile-xs-t1,Gray Goo Missile XS T1,MISSILES,WEAPONS,XS,1,180,Terrestrial Planet,MUD;ONI;USTUR,ELECTRONIC_COMPONENT,4,Enhanced Gray Goo Core,1,Advanced Guidance,1,Propulsion Unit,1,,,,,,,,,,,,,,,,
gray-goo-missile-s-t1,Gray Goo Missile S T1,MISSILES,WEAPONS,S,1,240,Terrestrial Planet,MUD;ONI;USTUR,ELECTRONIC_COMPONENT,4,Enhanced Gray Goo Core,1,Advanced Guidance,1,Propulsion Unit,1,,,,,,,,,,,,,,,,
gray-goo-missile-m-t1,Gray Goo Missile M T1,MISSILES,WEAPONS,M,1,300,Terrestrial Planet,MUD;ONI;USTUR,ELECTRONIC_COMPONENT,4,Military Gray Goo Array,1,Enhanced Gray Goo Core,1,Advanced Guidance,1,,,,,,,,,,,,,,,,
gray-goo-missile-l-t1,Gray Goo Missile L T1,MISSILES,WEAPONS,L,1,360,Terrestrial Planet,MUD;ONI;USTUR,ELECTRONIC_COMPONENT,4,Quantum Gray Goo System,1,Military Gray Goo Array,1,Enhanced Gray Goo Core,1,,,,,,,,,,,,,,,,
gray-goo-missile-cap-t1,Gray Goo Missile CAP T1,MISSILES,WEAPONS,CAP,1,420,Terrestrial Planet,MUD;ONI;USTUR,ELECTRONIC_COMPONENT,4,Capital Gray Goo Grid,1,Quantum Gray Goo System,1,Military Gray Goo Array,1,,,,,,,,,,,,,,,,
gray-goo-missile-cmd-t1,Gray Goo Missile CMD T1,MISSILES,WEAPONS,CMD,1,480,Terrestrial Planet,MUD;ONI;USTUR,ELECTRONIC_COMPONENT,5,Battleship Gray Goo Core,1,Capital Gray Goo Grid,1,Quantum Gray Goo System,1,Military Gray Goo Array,1,,,,,,,,,,,,,,
gray-goo-missile-class8-t1,Gray Goo Missile CLASS8 T1,MISSILES,WEAPONS,CLASS8,1,540,Terrestrial Planet,MUD;ONI;USTUR,ELECTRONIC_COMPONENT,5,Titan Gray Goo Matrix,1,Battleship Gray Goo Core,1,Capital Gray Goo Grid,1,Quantum Gray Goo System,1,,,,,,,,,,,,,,
gray-goo-missile-ttn-t1,Gray Goo Missile TTN T1,MISSILES,WEAPONS,TTN,1,600,Terrestrial Planet,MUD;ONI;USTUR,ELECTRONIC_COMPONENT,5,Singularity Gray Goo Core,1,Titan Gray Goo Matrix,1,Battleship Gray Goo Core,1,Capital Gray Goo Grid,1,,,,,,,,,,,,,,
superchill-missile-xxxs-t1,Superchill Missile XXXS T1,MISSILES,THERMAL,XXXS,1,60,Terrestrial Planet,MUD;ONI;USTUR,ELECTRONIC_COMPONENT,4,Superchill Payload Kit,1,Missile Guidance Core,1,Propulsion Unit,1,,,,,,,,,,,,,,,,
superchill-missile-xxs-t1,Superchill Missile XXS T1,MISSILES,THERMAL,XXS,1,120,Terrestrial Planet,MUD;ONI;USTUR,ELECTRONIC_COMPONENT,4,Superchill Payload Kit,1,Missile Guidance Core,1,Propulsion Unit,1,,,,,,,,,,,,,,,,
superchill-missile-xs-t1,Superchill Missile XS T1,MISSILES,THERMAL,XS,1,180,Terrestrial Planet,MUD;ONI;USTUR,ELECTRONIC_COMPONENT,4,Enhanced Superchill Core,1,Advanced Guidance,1,Propulsion Unit,1,,,,,,,,,,,,,,,,
superchill-missile-s-t1,Superchill Missile S T1,MISSILES,THERMAL,S,1,240,Terrestrial Planet,MUD;ONI;USTUR,ELECTRONIC_COMPONENT,4,Enhanced Superchill Core,1,Advanced Guidance,1,Propulsion Unit,1,,,,,,,,,,,,,,,,
superchill-missile-m-t1,Superchill Missile M T1,MISSILES,THERMAL,M,1,300,Terrestrial Planet,MUD;ONI;USTUR,ELECTRONIC_COMPONENT,4,Military Superchill Array,1,Enhanced Superchill Core,1,Advanced Guidance,1,,,,,,,,,,,,,,,,
superchill-missile-l-t1,Superchill Missile L T1,MISSILES,THERMAL,L,1,360,Terrestrial Planet,MUD;ONI;USTUR,ELECTRONIC_COMPONENT,4,Quantum Superchill System,1,Military Superchill Array,1,Enhanced Superchill Core,1,,,,,,,,,,,,,,,,
superchill-missile-cap-t1,Superchill Missile CAP T1,MISSILES,THERMAL,CAP,1,420,Terrestrial Planet,MUD;ONI;USTUR,ELECTRONIC_COMPONENT,4,Capital Superchill Grid,1,Quantum Superchill System,1,Military Superchill Array,1,,,,,,,,,,,,,,,,
superchill-missile-cmd-t1,Superchill Missile CMD T1,MISSILES,THERMAL,CMD,1,480,Terrestrial Planet,MUD;ONI;USTUR,ELECTRONIC_COMPONENT,5,Battleship Superchill Core,1,Capital Superchill Grid,1,Quantum Superchill System,1,Military Superchill Array,1,,,,,,,,,,,,,,
superchill-missile-class8-t1,Superchill Missile CLASS8 T1,MISSILES,THERMAL,CLASS8,1,540,Terrestrial Planet,MUD;ONI;USTUR,ELECTRONIC_COMPONENT,5,Titan Superchill Matrix,1,Battleship Superchill Core,1,Capital Superchill Grid,1,Quantum Superchill System,1,,,,,,,,,,,,,,
superchill-missile-ttn-t1,Superchill Missile TTN T1,MISSILES,THERMAL,TTN,1,600,Terrestrial Planet,MUD;ONI;USTUR,ELECTRONIC_COMPONENT,5,Singularity Superchill Core,1,Titan Superchill Matrix,1,Battleship Superchill Core,1,Capital Superchill Grid,1,,,,,,,,,,,,,,
heat-missile-xxxs-t1,Heat Missile XXXS T1,MISSILES,THERMAL,XXXS,1,60,Terrestrial Planet,MUD;ONI;USTUR,ELECTRONIC_COMPONENT,4,Heat Payload Kit,1,Missile Guidance Core,1,Propulsion Unit,1,,,,,,,,,,,,,,,,
heat-missile-xxs-t1,Heat Missile XXS T1,MISSILES,THERMAL,XXS,1,120,Terrestrial Planet,MUD;ONI;USTUR,ELECTRONIC_COMPONENT,4,Heat Payload Kit,1,Missile Guidance Core,1,Propulsion Unit,1,,,,,,,,,,,,,,,,
heat-missile-xs-t1,Heat Missile XS T1,MISSILES,THERMAL,XS,1,180,Terrestrial Planet,MUD;ONI;USTUR,ELECTRONIC_COMPONENT,4,Enhanced Heat Core,1,Advanced Guidance,1,Propulsion Unit,1,,,,,,,,,,,,,,,,
heat-missile-s-t1,Heat Missile S T1,MISSILES,THERMAL,S,1,240,Terrestrial Planet,MUD;ONI;USTUR,ELECTRONIC_COMPONENT,4,Enhanced Heat Core,1,Advanced Guidance,1,Propulsion Unit,1,,,,,,,,,,,,,,,,
heat-missile-m-t1,Heat Missile M T1,MISSILES,THERMAL,M,1,300,Terrestrial Planet,MUD;ONI;USTUR,ELECTRONIC_COMPONENT,4,Military Heat Array,1,Enhanced Heat Core,1,Advanced Guidance,1,,,,,,,,,,,,,,,,
heat-missile-l-t1,Heat Missile L T1,MISSILES,THERMAL,L,1,360,Terrestrial Planet,MUD;ONI;USTUR,ELECTRONIC_COMPONENT,4,Quantum Heat System,1,Military Heat Array,1,Enhanced Heat Core,1,,,,,,,,,,,,,,,,
heat-missile-cap-t1,Heat Missile CAP T1,MISSILES,THERMAL,CAP,1,420,Terrestrial Planet,MUD;ONI;USTUR,ELECTRONIC_COMPONENT,4,Capital Heat Grid,1,Quantum Heat System,1,Military Heat Array,1,,,,,,,,,,,,,,,,
heat-missile-cmd-t1,Heat Missile CMD T1,MISSILES,THERMAL,CMD,1,480,Terrestrial Planet,MUD;ONI;USTUR,ELECTRONIC_COMPONENT,5,Battleship Heat Core,1,Capital Heat Grid,1,Quantum Heat System,1,Military Heat Array,1,,,,,,,,,,,,,,
heat-missile-class8-t1,Heat Missile CLASS8 T1,MISSILES,THERMAL,CLASS8,1,540,Terrestrial Planet,MUD;ONI;USTUR,ELECTRONIC_COMPONENT,5,Titan Heat Matrix,1,Battleship Heat Core,1,Capital Heat Grid,1,Quantum Heat System,1,,,,,,,,,,,,,,
heat-missile-ttn-t1,Heat Missile TTN T1,MISSILES,THERMAL,TTN,1,600,Terrestrial Planet,MUD;ONI;USTUR,ELECTRONIC_COMPONENT,5,Singularity Heat Core,1,Titan Heat Matrix,1,Battleship Heat Core,1,Capital Heat Grid,1,,,,,,,,,,,,,,
explosive-missile-xxxs-t1,Explosive Missile XXXS T1,MISSILES,KINETIC,XXXS,1,60,Terrestrial Planet,MUD;ONI;USTUR,ELECTRONIC_COMPONENT,4,Explosive Payload Kit,1,Missile Guidance Core,1,Propulsion Unit,1,,,,,,,,,,,,,,,,
explosive-missile-xxs-t1,Explosive Missile XXS T1,MISSILES,KINETIC,XXS,1,120,Terrestrial Planet,MUD;ONI;USTUR,ELECTRONIC_COMPONENT,4,Explosive Payload Kit,1,Missile Guidance Core,1,Propulsion Unit,1,,,,,,,,,,,,,,,,
explosive-missile-xs-t1,Explosive Missile XS T1,MISSILES,KINETIC,XS,1,180,Terrestrial Planet,MUD;ONI;USTUR,ELECTRONIC_COMPONENT,4,Enhanced Explosive Core,1,Advanced Guidance,1,Propulsion Unit,1,,,,,,,,,,,,,,,,
explosive-missile-s-t1,Explosive Missile S T1,MISSILES,KINETIC,S,1,240,Terrestrial Planet,MUD;ONI;USTUR,ELECTRONIC_COMPONENT,4,Enhanced Explosive Core,1,Advanced Guidance,1,Propulsion Unit,1,,,,,,,,,,,,,,,,
explosive-missile-m-t1,Explosive Missile M T1,MISSILES,KINETIC,M,1,300,Terrestrial Planet,MUD;ONI;USTUR,ELECTRONIC_COMPONENT,4,Military Explosive Array,1,Enhanced Explosive Core,1,Advanced Guidance,1,,,,,,,,,,,,,,,,
explosive-missile-l-t1,Explosive Missile L T1,MISSILES,KINETIC,L,1,360,Terrestrial Planet,MUD;ONI;USTUR,ELECTRONIC_COMPONENT,4,Quantum Explosive System,1,Military Explosive Array,1,Enhanced Explosive Core,1,,,,,,,,,,,,,,,,
explosive-missile-cap-t1,Explosive Missile CAP T1,MISSILES,KINETIC,CAP,1,420,Terrestrial Planet,MUD;ONI;USTUR,ELECTRONIC_COMPONENT,4,Capital Explosive Grid,1,Quantum Explosive System,1,Military Explosive Array,1,,,,,,,,,,,,,,,,
explosive-missile-cmd-t1,Explosive Missile CMD T1,MISSILES,KINETIC,CMD,1,480,Terrestrial Planet,MUD;ONI;USTUR,ELECTRONIC_COMPONENT,5,Battleship Explosive Core,1,Capital Explosive Grid,1,Quantum Explosive System,1,Military Explosive Array,1,,,,,,,,,,,,,,
explosive-missile-class8-t1,Explosive Missile CLASS8 T1,MISSILES,KINETIC,CLASS8,1,540,Terrestrial Planet,MUD;ONI;USTUR,ELECTRONIC_COMPONENT,5,Titan Explosive Matrix,1,Battleship Explosive Core,1,Capital Explosive Grid,1,Quantum Explosive System,1,,,,,,,,,,,,,,
explosive-missile-ttn-t1,Explosive Missile TTN T1,MISSILES,KINETIC,TTN,1,600,Terrestrial Planet,MUD;ONI;USTUR,ELECTRONIC_COMPONENT,5,Singularity Explosive Core,1,Titan Explosive Matrix,1,Battleship Explosive Core,1,Capital Explosive Grid,1,,,,,,,,,,,,,,
ammo-module-xxs-t1,Ammo Module XXS T1,SHIP_MODULES,WEAPONS,XXS,1,120,Terrestrial Planet,MUD;ONI;USTUR,ELECTRONIC_COMPONENT,3,Ammunition Storage,1,Loading Mechanism,1,,,,,,,,,,,,,,,,,,
ammo-module-xs-t1,Ammo Module XS T1,SHIP_MODULES,WEAPONS,XS,1,180,Terrestrial Planet,MUD;ONI;USTUR,ELECTRONIC_COMPONENT,4,Enhanced Ammo Bay,1,Auto-Loader,1,Loading Mechanism,1,,,,,,,,,,,,,,,,
ammo-module-s-t1,Ammo Module S T1,SHIP_MODULES,WEAPONS,S,1,240,Terrestrial Planet,MUD;ONI;USTUR,ELECTRONIC_COMPONENT,4,Enhanced Ammo Bay,1,Auto-Loader,1,Loading Mechanism,1,,,,,,,,,,,,,,,,
ammo-module-m-t1,Ammo Module M T1,SHIP_MODULES,WEAPONS,M,1,300,Terrestrial Planet,MUD;ONI;USTUR,ELECTRONIC_COMPONENT,4,Military Ammo Core,1,Enhanced Ammo Bay,1,Auto-Loader,1,,,,,,,,,,,,,,,,
ammo-module-l-t1,Ammo Module L T1,SHIP_MODULES,WEAPONS,L,1,360,Terrestrial Planet,MUD;ONI;USTUR,ELECTRONIC_COMPONENT,4,Quantum Ammo System,1,Military Ammo Core,1,Enhanced Ammo Bay,1,,,,,,,,,,,,,,,,
ammo-module-cap-t1,Ammo Module CAP T1,SHIP_MODULES,WEAPONS,CAP,1,420,Terrestrial Planet,MUD;ONI;USTUR,ELECTRONIC_COMPONENT,4,Capital Ammo Grid,1,Quantum Ammo System,1,Military Ammo Core,1,,,,,,,,,,,,,,,,
