OutputID,OutputName,OutputType,OutputTier,ConstructionTime,PlanetTypes,Factions,ResourceType,ProductionSteps,Ingredient1,Quantity1,Ingredient2,Quantity2,Ingredient3,Quantity3,Ingredient4,Quantity4,Ingredient5,Quantity5,Ingredient6,Quantity6,Ingredient7,Quantity7,Ingredient8,Quantity8,Ingredient9,Quantity9,Column 28,Column 29,Column 30,Column 31
energy-burst-xxs-t4,Energy Burst XXS T4,SHIP_WEAPONS,4,1200,Volcanic Planet;Ice Planet,MUD;USTUR,AMMUNITION_MATERIAL,9,Energy Burst XXS T3,1,Energy Payload Kit,1,Burst Actuator,1,Energy Conduit,1,,,,,,,,,,,,,,
energy-burst-xxs-t5,Energy Burst XXS T5,SHIP_WEAPONS,5,2400,Volcanic Planet;Ice Planet,USTUR,AMMUNITION_MATERIAL,10,Energy Burst XXS T4,1,Energy Payload Kit,1,Burst Actuator,1,Energy Conduit,1,,,,,,,,,,,,,,
energy-burst-xs-t1,Energy Burst XS T1,SHIP_WEAPONS,1,180,Terrestrial Planet,MUD;ONI;USTUR,AMMUNITION_MATERIAL,6,Energy Payload Kit,1,Burst Actuator,1,Energy Conduit,1,,,,,,,,,,,,,,,,
energy-burst-xs-t2,Energy Burst XS T2,SHIP_WEAPONS,2,360,Terrestrial Planet,MUD;ONI;USTUR,AMMUNITION_MATERIAL,7,Energy Burst XS T1,1,Energy Payload Kit,1,Burst Actuator,1,Energy Conduit,1,,,,,,,,,,,,,,
energy-burst-xs-t3,Energy Burst XS T3,SHIP_WEAPONS,3,900,Terrestrial Planet;Volcanic Planet;Gas Giant,MUD;ONI;USTUR,AMMUNITION_MATERIAL,8,Energy Burst XS T2,1,Energy Payload Kit,1,Burst Actuator,1,Energy Conduit,1,,,,,,,,,,,,,,
energy-burst-xs-t4,Energy Burst XS T4,SHIP_WEAPONS,4,1800,Volcanic Planet;Ice Planet,MUD;USTUR,AMMUNITION_MATERIAL,9,Energy Burst XS T3,1,Energy Payload Kit,1,Burst Actuator,1,Energy Conduit,1,,,,,,,,,,,,,,
energy-burst-xs-t5,Energy Burst XS T5,SHIP_WEAPONS,5,3600,Volcanic Planet;Ice Planet,USTUR,AMMUNITION_MATERIAL,10,Energy Burst XS T4,1,Energy Payload Kit,1,Burst Actuator,1,Energy Conduit,1,,,,,,,,,,,,,,
energy-burst-s-t1,Energy Burst S T1,SHIP_WEAPONS,1,240,Terrestrial Planet,MUD;ONI;USTUR,AMMUNITION_MATERIAL,6,Energy Payload Kit,1,Burst Actuator,1,Energy Conduit,1,,,,,,,,,,,,,,,,
energy-burst-s-t2,Energy Burst S T2,SHIP_WEAPONS,2,480,Terrestrial Planet,MUD;ONI;USTUR,AMMUNITION_MATERIAL,7,Energy Burst S T1,1,Energy Payload Kit,1,Burst Actuator,1,Energy Conduit,1,,,,,,,,,,,,,,
energy-burst-s-t3,Energy Burst S T3,SHIP_WEAPONS,3,1200,Terrestrial Planet;Volcanic Planet;Gas Giant,MUD;ONI;USTUR,AMMUNITION_MATERIAL,8,Energy Burst S T2,1,Energy Payload Kit,1,Burst Actuator,1,Energy Conduit,1,,,,,,,,,,,,,,
energy-burst-s-t4,Energy Burst S T4,SHIP_WEAPONS,4,2400,Volcanic Planet;Ice Planet,MUD;USTUR,AMMUNITION_MATERIAL,9,Energy Burst S T3,1,Energy Payload Kit,1,Burst Actuator,1,Energy Conduit,1,,,,,,,,,,,,,,
energy-burst-s-t5,Energy Burst S T5,SHIP_WEAPONS,5,4800,Volcanic Planet;Ice Planet,USTUR,AMMUNITION_MATERIAL,10,Energy Burst S T4,1,Energy Payload Kit,1,Burst Actuator,1,Energy Conduit,1,,,,,,,,,,,,,,
energy-burst-m-t1,Energy Burst M T1,SHIP_WEAPONS,1,300,Terrestrial Planet,MUD;ONI;USTUR,AMMUNITION_MATERIAL,6,Energy Payload Kit,1,Burst Actuator,1,Energy Conduit,1,,,,,,,,,,,,,,,,
energy-burst-m-t2,Energy Burst M T2,SHIP_WEAPONS,2,600,Terrestrial Planet,MUD;ONI;USTUR,AMMUNITION_MATERIAL,7,Energy Burst M T1,1,Energy Payload Kit,1,Burst Actuator,1,Energy Conduit,1,,,,,,,,,,,,,,
energy-burst-m-t3,Energy Burst M T3,SHIP_WEAPONS,3,1500,Terrestrial Planet;Volcanic Planet;Gas Giant,MUD;ONI;USTUR,AMMUNITION_MATERIAL,8,Energy Burst M T2,1,Energy Payload Kit,1,Burst Actuator,1,Energy Conduit,1,,,,,,,,,,,,,,
energy-burst-m-t4,Energy Burst M T4,SHIP_WEAPONS,4,3000,Volcanic Planet;Ice Planet,MUD;USTUR,AMMUNITION_MATERIAL,9,Energy Burst M T3,1,Energy Payload Kit,1,Burst Actuator,1,Energy Conduit,1,,,,,,,,,,,,,,
energy-burst-m-t5,Energy Burst M T5,SHIP_WEAPONS,5,6000,Volcanic Planet;Ice Planet,USTUR,AMMUNITION_MATERIAL,10,Energy Burst M T4,1,Energy Payload Kit,1,Burst Actuator,1,Energy Conduit,1,,,,,,,,,,,,,,
energy-burst-l-t1,Energy Burst L T1,SHIP_WEAPONS,1,360,Terrestrial Planet,MUD;ONI;USTUR,AMMUNITION_MATERIAL,6,Energy Payload Kit,1,Burst Actuator,1,Energy Conduit,1,Enhanced Barrel Assembly,1,,,,,,,,,,,,,,
energy-burst-l-t2,Energy Burst L T2,SHIP_WEAPONS,2,720,Terrestrial Planet,MUD;ONI;USTUR,AMMUNITION_MATERIAL,7,Energy Burst L T1,1,Energy Payload Kit,1,Burst Actuator,1,Energy Conduit,1,Enhanced Barrel Assembly,1,,,,,,,,,,,,
energy-burst-l-t3,Energy Burst L T3,SHIP_WEAPONS,3,1800,Terrestrial Planet;Volcanic Planet;Gas Giant,MUD;ONI;USTUR,AMMUNITION_MATERIAL,8,Energy Burst L T2,1,Energy Payload Kit,1,Burst Actuator,1,Energy Conduit,1,Enhanced Barrel Assembly,1,,,,,,,,,,,,
energy-burst-l-t4,Energy Burst L T4,SHIP_WEAPONS,4,3600,Volcanic Planet;Ice Planet,MUD;USTUR,AMMUNITION_MATERIAL,9,Energy Burst L T3,1,Energy Payload Kit,1,Burst Actuator,1,Energy Conduit,1,Enhanced Barrel Assembly,1,,,,,,,,,,,,
energy-burst-l-t5,Energy Burst L T5,SHIP_WEAPONS,5,7200,Volcanic Planet;Ice Planet,USTUR,AMMUNITION_MATERIAL,10,Energy Burst L T4,1,Energy Payload Kit,1,Burst Actuator,1,Energy Conduit,1,Enhanced Barrel Assembly,1,,,,,,,,,,,,
energy-burst-cap-t1,Energy Burst CAP T1,SHIP_WEAPONS,1,420,Terrestrial Planet,MUD;ONI;USTUR,AMMUNITION_MATERIAL,8,Energy Payload Kit,1,Burst Actuator,1,Energy Conduit,1,Enhanced Barrel Assembly,1,Weapon Stabilization Matrix,1,,,,,,,,,,,,
energy-burst-cap-t2,Energy Burst CAP T2,SHIP_WEAPONS,2,840,Terrestrial Planet,MUD;ONI;USTUR,AMMUNITION_MATERIAL,9,Energy Burst CAP T1,1,Energy Payload Kit,1,Burst Actuator,1,Energy Conduit,1,Enhanced Barrel Assembly,1,Weapon Stabilization Matrix,1,,,,,,,,,,
energy-burst-cap-t3,Energy Burst CAP T3,SHIP_WEAPONS,3,2100,Terrestrial Planet;Volcanic Planet;Gas Giant,MUD;ONI;USTUR,AMMUNITION_MATERIAL,10,Energy Burst CAP T2,1,Energy Payload Kit,1,Burst Actuator,1,Energy Conduit,1,Enhanced Barrel Assembly,1,Weapon Stabilization Matrix,1,,,,,,,,,,
energy-burst-cap-t4,Energy Burst CAP T4,SHIP_WEAPONS,4,4200,Volcanic Planet;Ice Planet,MUD;USTUR,AMMUNITION_MATERIAL,11,Energy Burst CAP T3,1,Energy Payload Kit,1,Burst Actuator,1,Energy Conduit,1,Enhanced Barrel Assembly,1,Weapon Stabilization Matrix,1,,,,,,,,,,
energy-burst-cap-t5,Energy Burst CAP T5,SHIP_WEAPONS,5,8400,Volcanic Planet;Ice Planet,USTUR,AMMUNITION_MATERIAL,12,Energy Burst CAP T4,1,Energy Payload Kit,1,Burst Actuator,1,Energy Conduit,1,Enhanced Barrel Assembly,1,Weapon Stabilization Matrix,1,,,,,,,,,,
energy-burst-cmd-t1,Energy Burst CMD T1,SHIP_WEAPONS,1,480,Terrestrial Planet,MUD;ONI;USTUR,AMMUNITION_MATERIAL,8,Energy Payload Kit,1,Burst Actuator,1,Energy Conduit,1,Enhanced Barrel Assembly,1,Weapon Stabilization Matrix,1,Advanced Targeting Array,1,,,,,,,,,,
energy-burst-cmd-t2,Energy Burst CMD T2,SHIP_WEAPONS,2,960,Terrestrial Planet,MUD;ONI;USTUR,AMMUNITION_MATERIAL,9,Energy Burst CMD T1,1,Energy Payload Kit,1,Burst Actuator,1,Energy Conduit,1,Enhanced Barrel Assembly,1,Weapon Stabilization Matrix,1,Advanced Targeting Array,1,,,,,,,,
energy-burst-cmd-t3,Energy Burst CMD T3,SHIP_WEAPONS,3,2400,Terrestrial Planet;Volcanic Planet;Gas Giant,MUD;ONI;USTUR,AMMUNITION_MATERIAL,10,Energy Burst CMD T2,1,Energy Payload Kit,1,Burst Actuator,1,Energy Conduit,1,Enhanced Barrel Assembly,1,Weapon Stabilization Matrix,1,Advanced Targeting Array,1,,,,,,,,
energy-burst-cmd-t4,Energy Burst CMD T4,SHIP_WEAPONS,4,4800,Volcanic Planet;Ice Planet,MUD;USTUR,AMMUNITION_MATERIAL,11,Energy Burst CMD T3,1,Energy Payload Kit,1,Burst Actuator,1,Energy Conduit,1,Enhanced Barrel Assembly,1,Weapon Stabilization Matrix,1,Advanced Targeting Array,1,,,,,,,,
energy-burst-cmd-t5,Energy Burst CMD T5,SHIP_WEAPONS,5,9600,Volcanic Planet;Ice Planet,USTUR,AMMUNITION_MATERIAL,12,Energy Burst CMD T4,1,Energy Payload Kit,1,Burst Actuator,1,Energy Conduit,1,Enhanced Barrel Assembly,1,Weapon Stabilization Matrix,1,Advanced Targeting Array,1,,,,,,,,
energy-burst-class8-t1,Energy Burst CLASS8 T1,SHIP_WEAPONS,1,540,Terrestrial Planet,MUD;ONI;USTUR,AMMUNITION_MATERIAL,8,Energy Payload Kit,1,Burst Actuator,1,Energy Conduit,1,Enhanced Barrel Assembly,1,Weapon Stabilization Matrix,1,Advanced Targeting Array,1,Fortress Weapon Platform,1,,,,,,,,
energy-burst-class8-t2,Energy Burst CLASS8 T2,SHIP_WEAPONS,2,1080,Terrestrial Planet,MUD;ONI;USTUR,AMMUNITION_MATERIAL,9,Energy Burst CLASS8 T1,1,Energy Payload Kit,1,Burst Actuator,1,Energy Conduit,1,Enhanced Barrel Assembly,1,Weapon Stabilization Matrix,1,Advanced Targeting Array,1,Fortress Weapon Platform,1,,,,,,
energy-burst-class8-t3,Energy Burst CLASS8 T3,SHIP_WEAPONS,3,2700,Terrestrial Planet;Volcanic Planet;Gas Giant,MUD;ONI;USTUR,AMMUNITION_MATERIAL,10,Energy Burst CLASS8 T2,1,Energy Payload Kit,1,Burst Actuator,1,Energy Conduit,1,Enhanced Barrel Assembly,1,Weapon Stabilization Matrix,1,Advanced Targeting Array,1,Fortress Weapon Platform,1,,,,,,
energy-burst-class8-t4,Energy Burst CLASS8 T4,SHIP_WEAPONS,4,5400,Volcanic Planet;Ice Planet,MUD;USTUR,AMMUNITION_MATERIAL,11,Energy Burst CLASS8 T3,1,Energy Payload Kit,1,Burst Actuator,1,Energy Conduit,1,Enhanced Barrel Assembly,1,Weapon Stabilization Matrix,1,Advanced Targeting Array,1,Fortress Weapon Platform,1,,,,,,
energy-burst-class8-t5,Energy Burst CLASS8 T5,SHIP_WEAPONS,5,10800,Volcanic Planet;Ice Planet,USTUR,AMMUNITION_MATERIAL,12,Energy Burst CLASS8 T4,1,Energy Payload Kit,1,Burst Actuator,1,Energy Conduit,1,Enhanced Barrel Assembly,1,Weapon Stabilization Matrix,1,Advanced Targeting Array,1,Fortress Weapon Platform,1,,,,,,
energy-burst-ttn-t1,Energy Burst TTN T1,SHIP_WEAPONS,1,600,Terrestrial Planet,MUD;ONI;USTUR,AMMUNITION_MATERIAL,9,Energy Payload Kit,1,Burst Actuator,1,Energy Conduit,1,Enhanced Barrel Assembly,1,Weapon Stabilization Matrix,1,Advanced Targeting Array,1,Fortress Weapon Platform,1,Titan Weapon Core,1,,,,,,
energy-burst-ttn-t2,Energy Burst TTN T2,SHIP_WEAPONS,2,1200,Terrestrial Planet,MUD;ONI;USTUR,AMMUNITION_MATERIAL,10,Energy Burst TTN T1,1,Energy Payload Kit,1,Burst Actuator,1,Energy Conduit,1,Enhanced Barrel Assembly,1,Weapon Stabilization Matrix,1,Advanced Targeting Array,1,Fortress Weapon Platform,1,Titan Weapon Core,1,,,,
energy-burst-ttn-t3,Energy Burst TTN T3,SHIP_WEAPONS,3,3000,Terrestrial Planet;Volcanic Planet;Gas Giant,MUD;ONI;USTUR,AMMUNITION_MATERIAL,11,Energy Burst TTN T2,1,Energy Payload Kit,1,Burst Actuator,1,Energy Conduit,1,Enhanced Barrel Assembly,1,Weapon Stabilization Matrix,1,Advanced Targeting Array,1,Fortress Weapon Platform,1,Titan Weapon Core,1,,,,
energy-burst-ttn-t4,Energy Burst TTN T4,SHIP_WEAPONS,4,6000,Volcanic Planet;Ice Planet,MUD;USTUR,AMMUNITION_MATERIAL,12,Energy Burst TTN T3,1,Energy Payload Kit,1,Burst Actuator,1,Energy Conduit,1,Enhanced Barrel Assembly,1,Weapon Stabilization Matrix,1,Advanced Targeting Array,1,Fortress Weapon Platform,1,Titan Weapon Core,1,,,,
energy-burst-ttn-t5,Energy Burst TTN T5,SHIP_WEAPONS,5,12000,Volcanic Planet;Ice Planet,USTUR,AMMUNITION_MATERIAL,13,Energy Burst TTN T4,1,Energy Payload Kit,1,Burst Actuator,1,Energy Conduit,1,Enhanced Barrel Assembly,1,Weapon Stabilization Matrix,1,Advanced Targeting Array,1,Fortress Weapon Platform,1,Titan Weapon Core,1,,,,
energy-beam-xxxs-t1,Energy Beam XXXS T1,SHIP_WEAPONS,1,60,Terrestrial Planet,MUD;ONI;USTUR,AMMUNITION_MATERIAL,6,Energy Payload Kit,1,Beam Focusing Array,1,Energy Conduit,1,,,,,,,,,,,,,,,,
energy-beam-xxxs-t2,Energy Beam XXXS T2,SHIP_WEAPONS,2,120,Terrestrial Planet,MUD;ONI;USTUR,AMMUNITION_MATERIAL,7,Energy Beam XXXS T1,1,Energy Payload Kit,1,Beam Focusing Array,1,Energy Conduit,1,,,,,,,,,,,,,,
energy-beam-xxxs-t3,Energy Beam XXXS T3,SHIP_WEAPONS,3,300,Terrestrial Planet;Volcanic Planet;Gas Giant,MUD;ONI;USTUR,AMMUNITION_MATERIAL,8,Energy Beam XXXS T2,1,Energy Payload Kit,1,Beam Focusing Array,1,Energy Conduit,1,,,,,,,,,,,,,,
energy-beam-xxxs-t4,Energy Beam XXXS T4,SHIP_WEAPONS,4,600,Volcanic Planet;Ice Planet,MUD;USTUR,AMMUNITION_MATERIAL,9,Energy Beam XXXS T3,1,Energy Payload Kit,1,Beam Focusing Array,1,Energy Conduit,1,,,,,,,,,,,,,,
energy-beam-xxxs-t5,Energy Beam XXXS T5,SHIP_WEAPONS,5,1200,Volcanic Planet;Ice Planet,USTUR,AMMUNITION_MATERIAL,10,Energy Beam XXXS T4,1,Energy Payload Kit,1,Beam Focusing Array,1,Energy Conduit,1,,,,,,,,,,,,,,
energy-beam-xxs-t1,Energy Beam XXS T1,SHIP_WEAPONS,1,120,Terrestrial Planet,MUD;ONI;USTUR,AMMUNITION_MATERIAL,6,Energy Payload Kit,1,Beam Focusing Array,1,Energy Conduit,1,,,,,,,,,,,,,,,,
energy-beam-xxs-t2,Energy Beam XXS T2,SHIP_WEAPONS,2,240,Terrestrial Planet,MUD;ONI;USTUR,AMMUNITION_MATERIAL,7,Energy Beam XXS T1,1,Energy Payload Kit,1,Beam Focusing Array,1,Energy Conduit,1,,,,,,,,,,,,,,
energy-beam-xxs-t3,Energy Beam XXS T3,SHIP_WEAPONS,3,600,Terrestrial Planet;Volcanic Planet;Gas Giant,MUD;ONI;USTUR,AMMUNITION_MATERIAL,8,Energy Beam XXS T2,1,Energy Payload Kit,1,Beam Focusing Array,1,Energy Conduit,1,,,,,,,,,,,,,,
energy-beam-xxs-t4,Energy Beam XXS T4,SHIP_WEAPONS,4,1200,Volcanic Planet;Ice Planet,MUD;USTUR,AMMUNITION_MATERIAL,9,Energy Beam XXS T3,1,Energy Payload Kit,1,Beam Focusing Array,1,Energy Conduit,1,,,,,,,,,,,,,,
energy-beam-xxs-t5,Energy Beam XXS T5,SHIP_WEAPONS,5,2400,Volcanic Planet;Ice Planet,USTUR,AMMUNITION_MATERIAL,10,Energy Beam XXS T4,1,Energy Payload Kit,1,Beam Focusing Array,1,Energy Conduit,1,,,,,,,,,,,,,,
energy-beam-xs-t1,Energy Beam XS T1,SHIP_WEAPONS,1,180,Terrestrial Planet,MUD;ONI;USTUR,AMMUNITION_MATERIAL,6,Energy Payload Kit,1,Beam Focusing Array,1,Energy Conduit,1,,,,,,,,,,,,,,,,
energy-beam-xs-t2,Energy Beam XS T2,SHIP_WEAPONS,2,360,Terrestrial Planet,MUD;ONI;USTUR,AMMUNITION_MATERIAL,7,Energy Beam XS T1,1,Energy Payload Kit,1,Beam Focusing Array,1,Energy Conduit,1,,,,,,,,,,,,,,
energy-beam-xs-t3,Energy Beam XS T3,SHIP_WEAPONS,3,900,Terrestrial Planet;Volcanic Planet;Gas Giant,MUD;ONI;USTUR,AMMUNITION_MATERIAL,8,Energy Beam XS T2,1,Energy Payload Kit,1,Beam Focusing Array,1,Energy Conduit,1,,,,,,,,,,,,,,
energy-beam-xs-t4,Energy Beam XS T4,SHIP_WEAPONS,4,1800,Volcanic Planet;Ice Planet,MUD;USTUR,AMMUNITION_MATERIAL,9,Energy Beam XS T3,1,Energy Payload Kit,1,Beam Focusing Array,1,Energy Conduit,1,,,,,,,,,,,,,,
energy-beam-xs-t5,Energy Beam XS T5,SHIP_WEAPONS,5,3600,Volcanic Planet;Ice Planet,USTUR,AMMUNITION_MATERIAL,10,Energy Beam XS T4,1,Energy Payload Kit,1,Beam Focusing Array,1,Energy Conduit,1,,,,,,,,,,,,,,
energy-beam-s-t1,Energy Beam S T1,SHIP_WEAPONS,1,240,Terrestrial Planet,MUD;ONI;USTUR,AMMUNITION_MATERIAL,6,Energy Payload Kit,1,Beam Focusing Array,1,Energy Conduit,1,,,,,,,,,,,,,,,,
energy-beam-s-t2,Energy Beam S T2,SHIP_WEAPONS,2,480,Terrestrial Planet,MUD;ONI;USTUR,AMMUNITION_MATERIAL,7,Energy Beam S T1,1,Energy Payload Kit,1,Beam Focusing Array,1,Energy Conduit,1,,,,,,,,,,,,,,
energy-beam-s-t3,Energy Beam S T3,SHIP_WEAPONS,3,1200,Terrestrial Planet;Volcanic Planet;Gas Giant,MUD;ONI;USTUR,AMMUNITION_MATERIAL,8,Energy Beam S T2,1,Energy Payload Kit,1,Beam Focusing Array,1,Energy Conduit,1,,,,,,,,,,,,,,
energy-beam-s-t4,Energy Beam S T4,SHIP_WEAPONS,4,2400,Volcanic Planet;Ice Planet,MUD;USTUR,AMMUNITION_MATERIAL,9,Energy Beam S T3,1,Energy Payload Kit,1,Beam Focusing Array,1,Energy Conduit,1,,,,,,,,,,,,,,
energy-beam-s-t5,Energy Beam S T5,SHIP_WEAPONS,5,4800,Volcanic Planet;Ice Planet,USTUR,AMMUNITION_MATERIAL,10,Energy Beam S T4,1,Energy Payload Kit,1,Beam Focusing Array,1,Energy Conduit,1,,,,,,,,,,,,,,
energy-beam-m-t1,Energy Beam M T1,SHIP_WEAPONS,1,300,Terrestrial Planet,MUD;ONI;USTUR,AMMUNITION_MATERIAL,6,Energy Payload Kit,1,Beam Focusing Array,1,Energy Conduit,1,,,,,,,,,,,,,,,,
energy-beam-m-t2,Energy Beam M T2,SHIP_WEAPONS,2,600,Terrestrial Planet,MUD;ONI;USTUR,AMMUNITION_MATERIAL,7,Energy Beam M T1,1,Energy Payload Kit,1,Beam Focusing Array,1,Energy Conduit,1,,,,,,,,,,,,,,
energy-beam-m-t3,Energy Beam M T3,SHIP_WEAPONS,3,1500,Terrestrial Planet;Volcanic Planet;Gas Giant,MUD;ONI;USTUR,AMMUNITION_MATERIAL,8,Energy Beam M T2,1,Energy Payload Kit,1,Beam Focusing Array,1,Energy Conduit,1,,,,,,,,,,,,,,
energy-beam-m-t4,Energy Beam M T4,SHIP_WEAPONS,4,3000,Volcanic Planet;Ice Planet,MUD;USTUR,AMMUNITION_MATERIAL,9,Energy Beam M T3,1,Energy Payload Kit,1,Beam Focusing Array,1,Energy Conduit,1,,,,,,,,,,,,,,
energy-beam-m-t5,Energy Beam M T5,SHIP_WEAPONS,5,6000,Volcanic Planet;Ice Planet,USTUR,AMMUNITION_MATERIAL,10,Energy Beam M T4,1,Energy Payload Kit,1,Beam Focusing Array,1,Energy Conduit,1,,,,,,,,,,,,,,
energy-beam-l-t1,Energy Beam L T1,SHIP_WEAPONS,1,360,Terrestrial Planet,MUD;ONI;USTUR,AMMUNITION_MATERIAL,6,Energy Payload Kit,1,Beam Focusing Array,1,Energy Conduit,1,Enhanced Barrel Assembly,1,,,,,,,,,,,,,,
energy-beam-l-t2,Energy Beam L T2,SHIP_WEAPONS,2,720,Terrestrial Planet,MUD;ONI;USTUR,AMMUNITION_MATERIAL,7,Energy Beam L T1,1,Energy Payload Kit,1,Beam Focusing Array,1,Energy Conduit,1,Enhanced Barrel Assembly,1,,,,,,,,,,,,
energy-beam-l-t3,Energy Beam L T3,SHIP_WEAPONS,3,1800,Terrestrial Planet;Volcanic Planet;Gas Giant,MUD;ONI;USTUR,AMMUNITION_MATERIAL,8,Energy Beam L T2,1,Energy Payload Kit,1,Beam Focusing Array,1,Energy Conduit,1,Enhanced Barrel Assembly,1,,,,,,,,,,,,
energy-beam-l-t4,Energy Beam L T4,SHIP_WEAPONS,4,3600,Volcanic Planet;Ice Planet,MUD;USTUR,AMMUNITION_MATERIAL,9,Energy Beam L T3,1,Energy Payload Kit,1,Beam Focusing Array,1,Energy Conduit,1,Enhanced Barrel Assembly,1,,,,,,,,,,,,
energy-beam-l-t5,Energy Beam L T5,SHIP_WEAPONS,5,7200,Volcanic Planet;Ice Planet,USTUR,AMMUNITION_MATERIAL,10,Energy Beam L T4,1,Energy Payload Kit,1,Beam Focusing Array,1,Energy Conduit,1,Enhanced Barrel Assembly,1,,,,,,,,,,,,
energy-beam-cap-t1,Energy Beam CAP T1,SHIP_WEAPONS,1,420,Terrestrial Planet,MUD;ONI;USTUR,AMMUNITION_MATERIAL,8,Energy Payload Kit,1,Beam Focusing Array,1,Energy Conduit,1,Enhanced Barrel Assembly,1,Weapon Stabilization Matrix,1,,,,,,,,,,,,
energy-beam-cap-t2,Energy Beam CAP T2,SHIP_WEAPONS,2,840,Terrestrial Planet,MUD;ONI;USTUR,AMMUNITION_MATERIAL,9,Energy Beam CAP T1,1,Energy Payload Kit,1,Beam Focusing Array,1,Energy Conduit,1,Enhanced Barrel Assembly,1,Weapon Stabilization Matrix,1,,,,,,,,,,
energy-beam-cap-t3,Energy Beam CAP T3,SHIP_WEAPONS,3,2100,Terrestrial Planet;Volcanic Planet;Gas Giant,MUD;ONI;USTUR,AMMUNITION_MATERIAL,10,Energy Beam CAP T2,1,Energy Payload Kit,1,Beam Focusing Array,1,Energy Conduit,1,Enhanced Barrel Assembly,1,Weapon Stabilization Matrix,1,,,,,,,,,,
energy-beam-cap-t4,Energy Beam CAP T4,SHIP_WEAPONS,4,4200,Volcanic Planet;Ice Planet,MUD;USTUR,AMMUNITION_MATERIAL,11,Energy Beam CAP T3,1,Energy Payload Kit,1,Beam Focusing Array,1,Energy Conduit,1,Enhanced Barrel Assembly,1,Weapon Stabilization Matrix,1,,,,,,,,,,
energy-beam-cap-t5,Energy Beam CAP T5,SHIP_WEAPONS,5,8400,Volcanic Planet;Ice Planet,USTUR,AMMUNITION_MATERIAL,12,Energy Beam CAP T4,1,Energy Payload Kit,1,Beam Focusing Array,1,Energy Conduit,1,Enhanced Barrel Assembly,1,Weapon Stabilization Matrix,1,,,,,,,,,,
energy-beam-cmd-t1,Energy Beam CMD T1,SHIP_WEAPONS,1,480,Terrestrial Planet,MUD;ONI;USTUR,AMMUNITION_MATERIAL,8,Energy Payload Kit,1,Beam Focusing Array,1,Energy Conduit,1,Enhanced Barrel Assembly,1,Weapon Stabilization Matrix,1,Advanced Targeting Array,1,,,,,,,,,,
energy-beam-cmd-t2,Energy Beam CMD T2,SHIP_WEAPONS,2,960,Terrestrial Planet,MUD;ONI;USTUR,AMMUNITION_MATERIAL,9,Energy Beam CMD T1,1,Energy Payload Kit,1,Beam Focusing Array,1,Energy Conduit,1,Enhanced Barrel Assembly,1,Weapon Stabilization Matrix,1,Advanced Targeting Array,1,,,,,,,,
energy-beam-cmd-t3,Energy Beam CMD T3,SHIP_WEAPONS,3,2400,Terrestrial Planet;Volcanic Planet;Gas Giant,MUD;ONI;USTUR,AMMUNITION_MATERIAL,10,Energy Beam CMD T2,1,Energy Payload Kit,1,Beam Focusing Array,1,Energy Conduit,1,Enhanced Barrel Assembly,1,Weapon Stabilization Matrix,1,Advanced Targeting Array,1,,,,,,,,
energy-beam-cmd-t4,Energy Beam CMD T4,SHIP_WEAPONS,4,4800,Volcanic Planet;Ice Planet,MUD;USTUR,AMMUNITION_MATERIAL,11,Energy Beam CMD T3,1,Energy Payload Kit,1,Beam Focusing Array,1,Energy Conduit,1,Enhanced Barrel Assembly,1,Weapon Stabilization Matrix,1,Advanced Targeting Array,1,,,,,,,,
energy-beam-cmd-t5,Energy Beam CMD T5,SHIP_WEAPONS,5,9600,Volcanic Planet;Ice Planet,USTUR,AMMUNITION_MATERIAL,12,Energy Beam CMD T4,1,Energy Payload Kit,1,Beam Focusing Array,1,Energy Conduit,1,Enhanced Barrel Assembly,1,Weapon Stabilization Matrix,1,Advanced Targeting Array,1,,,,,,,,
energy-beam-class8-t1,Energy Beam CLASS8 T1,SHIP_WEAPONS,1,540,Terrestrial Planet,MUD;ONI;USTUR,AMMUNITION_MATERIAL,8,Energy Payload Kit,1,Beam Focusing Array,1,Energy Conduit,1,Enhanced Barrel Assembly,1,Weapon Stabilization Matrix,1,Advanced Targeting Array,1,Fortress Weapon Platform,1,,,,,,,,
energy-beam-class8-t2,Energy Beam CLASS8 T2,SHIP_WEAPONS,2,1080,Terrestrial Planet,MUD;ONI;USTUR,AMMUNITION_MATERIAL,9,Energy Beam CLASS8 T1,1,Energy Payload Kit,1,Beam Focusing Array,1,Energy Conduit,1,Enhanced Barrel Assembly,1,Weapon Stabilization Matrix,1,Advanced Targeting Array,1,Fortress Weapon Platform,1,,,,,,
energy-beam-class8-t3,Energy Beam CLASS8 T3,SHIP_WEAPONS,3,2700,Terrestrial Planet;Volcanic Planet;Gas Giant,MUD;ONI;USTUR,AMMUNITION_MATERIAL,10,Energy Beam CLASS8 T2,1,Energy Payload Kit,1,Beam Focusing Array,1,Energy Conduit,1,Enhanced Barrel Assembly,1,Weapon Stabilization Matrix,1,Advanced Targeting Array,1,Fortress Weapon Platform,1,,,,,,
energy-beam-class8-t4,Energy Beam CLASS8 T4,SHIP_WEAPONS,4,5400,Volcanic Planet;Ice Planet,MUD;USTUR,AMMUNITION_MATERIAL,11,Energy Beam CLASS8 T3,1,Energy Payload Kit,1,Beam Focusing Array,1,Energy Conduit,1,Enhanced Barrel Assembly,1,Weapon Stabilization Matrix,1,Advanced Targeting Array,1,Fortress Weapon Platform,1,,,,,,
