OutputID,OutputName,OutputType,OutputTier,ConstructionTime,PlanetTypes,Factions,ResourceType,FunctionalPurpose,UsageCategory,Ingredient1,Quantity1,Ingredient2,Quantity2,Ingredient3,Quantity3,Ingredient4,Quantity4,Ingredient5,Quantity5,Ingredient6,Quantity6,Ingredient7,Quantity7,Ingredient8,Quantity8,Ingredient9,Quantity9,CompletionStatus,ProductionSteps,NOT_USED,NEEDS_USAGE_INCREASE
ship-component-mining-rig-xxs-t1,Mining Rig XXS T1,SHIP_COMPONENTS,1,120,Terrestrial Planet,MUD;ONI;USTUR,ELECTRONIC_COMPONENT,CONTROL_SYSTEM,SHIP_COMPONENTS,Mining Controller,1,Utility Controller,1,Extraction Beam,1,,,,,,,,,,,,,complete,8,FALSE,
ship-component-mining-rig-xxs-t2,Mining Rig XXS T2,SHIP_COMPONENTS,2,240,Terrestrial Planet,MUD;ONI;USTUR,ELECTRONIC_COMPONENT,CONTROL_SYSTEM,SHIP_COMPONENTS,Mining Rig XXS T1,1,Mining Controller,1,Utility Controller,1,Extraction Beam,1,,,,,,,,,,,complete,9,FALSE,
ship-component-mining-rig-xxs-t3,Mining Rig XXS T3,SHIP_COMPONENTS,3,600,Terrestrial Planet;Volcanic Planet;Gas Giant,MUD;ONI;USTUR,ELECTRONIC_COMPONENT,CONTROL_SYSTEM,SHIP_COMPONENTS,Mining Rig XXS T2,1,Mining Controller,1,Utility Controller,1,Extraction Beam,1,,,,,,,,,,,complete,10,FALSE,
ship-component-mining-rig-xxs-t4,Mining Rig XXS T4,SHIP_COMPONENTS,4,1200,Volcanic Planet;Ice Planet,MUD;USTUR,ELECTRONIC_COMPONENT,CONTROL_SYSTEM,SHIP_COMPONENTS,Mining Rig XXS T3,1,Mining Controller,1,Utility Controller,1,Extraction Beam,1,,,,,,,,,,,complete,11,FALSE,
ship-component-mining-rig-xxs-t5,Mining Rig XXS T5,SHIP_COMPONENTS,5,2400,Volcanic Planet;Ice Planet,USTUR,ELECTRONIC_COMPONENT,CONTROL_SYSTEM,SHIP_COMPONENTS,Mining Rig XXS T4,1,Mining Controller,1,Utility Controller,1,Extraction Beam,1,,,,,,,,,,,complete,12,FALSE,
ship-component-mining-rig-xs-t1,Mining Rig XS T1,SHIP_COMPONENTS,1,180,Terrestrial Planet,MUD;ONI;USTUR,ELECTRONIC_COMPONENT,CONTROL_SYSTEM,SHIP_COMPONENTS,Mining Controller,1,Utility Controller,1,Extraction Beam,1,,,,,,,,,,,,,complete,8,FALSE,
ship-component-mining-rig-xs-t2,Mining Rig XS T2,SHIP_COMPONENTS,2,360,Terrestrial Planet,MUD;ONI;USTUR,ELECTRONIC_COMPONENT,CONTROL_SYSTEM,SHIP_COMPONENTS,Mining Rig XS T1,1,Mining Controller,1,Utility Controller,1,Extraction Beam,1,,,,,,,,,,,complete,9,FALSE,
ship-component-mining-rig-xs-t3,Mining Rig XS T3,SHIP_COMPONENTS,3,900,Terrestrial Planet;Volcanic Planet;Gas Giant,MUD;ONI;USTUR,ELECTRONIC_COMPONENT,CONTROL_SYSTEM,SHIP_COMPONENTS,Mining Rig XS T2,1,Mining Controller,1,Utility Controller,1,Extraction Beam,1,,,,,,,,,,,complete,10,FALSE,
ship-component-mining-rig-xs-t4,Mining Rig XS T4,SHIP_COMPONENTS,4,1800,Volcanic Planet;Ice Planet,MUD;USTUR,ELECTRONIC_COMPONENT,CONTROL_SYSTEM,SHIP_COMPONENTS,Mining Rig XS T3,1,Mining Controller,1,Utility Controller,1,Extraction Beam,1,,,,,,,,,,,complete,11,FALSE,
ship-component-mining-rig-xs-t5,Mining Rig XS T5,SHIP_COMPONENTS,5,3600,Volcanic Planet;Ice Planet,USTUR,ELECTRONIC_COMPONENT,CONTROL_SYSTEM,SHIP_COMPONENTS,Mining Rig XS T4,1,Mining Controller,1,Utility Controller,1,Extraction Beam,1,,,,,,,,,,,complete,12,FALSE,
ship-component-mining-rig-s-t1,Mining Rig S T1,SHIP_COMPONENTS,1,240,Terrestrial Planet,MUD;ONI;USTUR,ELECTRONIC_COMPONENT,CONTROL_SYSTEM,SHIP_COMPONENTS,Mining Controller,1,Utility Controller,1,Extraction Beam,1,,,,,,,,,,,,,complete,8,FALSE,
ship-component-mining-rig-s-t2,Mining Rig S T2,SHIP_COMPONENTS,2,480,Terrestrial Planet,MUD;ONI;USTUR,ELECTRONIC_COMPONENT,CONTROL_SYSTEM,SHIP_COMPONENTS,Mining Rig S T1,1,Mining Controller,1,Utility Controller,1,Extraction Beam,1,,,,,,,,,,,complete,9,FALSE,
ship-component-mining-rig-s-t3,Mining Rig S T3,SHIP_COMPONENTS,3,1200,Terrestrial Planet;Volcanic Planet;Gas Giant,MUD;ONI;USTUR,ELECTRONIC_COMPONENT,CONTROL_SYSTEM,SHIP_COMPONENTS,Mining Rig S T2,1,Mining Controller,1,Utility Controller,1,Extraction Beam,1,,,,,,,,,,,complete,10,FALSE,
ship-component-mining-rig-s-t4,Mining Rig S T4,SHIP_COMPONENTS,4,2400,Volcanic Planet;Ice Planet,MUD;USTUR,ELECTRONIC_COMPONENT,CONTROL_SYSTEM,SHIP_COMPONENTS,Mining Rig S T3,1,Mining Controller,1,Utility Controller,1,Extraction Beam,1,,,,,,,,,,,complete,11,FALSE,
ship-component-mining-rig-s-t5,Mining Rig S T5,SHIP_COMPONENTS,5,4800,Volcanic Planet;Ice Planet,USTUR,ELECTRONIC_COMPONENT,CONTROL_SYSTEM,SHIP_COMPONENTS,Mining Rig S T4,1,Mining Controller,1,Utility Controller,1,Extraction Beam,1,,,,,,,,,,,complete,12,FALSE,
ship-component-mining-rig-m-t1,Mining Rig M T1,SHIP_COMPONENTS,1,300,Terrestrial Planet,MUD;ONI;USTUR,ELECTRONIC_COMPONENT,CONTROL_SYSTEM,SHIP_COMPONENTS,Mining Controller,1,Utility Controller,1,Extraction Beam,1,,,,,,,,,,,,,complete,8,FALSE,
ship-component-mining-rig-m-t2,Mining Rig M T2,SHIP_COMPONENTS,2,600,Terrestrial Planet,MUD;ONI;USTUR,ELECTRONIC_COMPONENT,CONTROL_SYSTEM,SHIP_COMPONENTS,Mining Rig M T1,1,Mining Controller,1,Utility Controller,1,Extraction Beam,1,,,,,,,,,,,complete,9,FALSE,
ship-component-mining-rig-m-t3,Mining Rig M T3,SHIP_COMPONENTS,3,1500,Terrestrial Planet;Volcanic Planet;Gas Giant,MUD;ONI;USTUR,ELECTRONIC_COMPONENT,CONTROL_SYSTEM,SHIP_COMPONENTS,Mining Rig M T2,1,Mining Controller,1,Utility Controller,1,Extraction Beam,1,,,,,,,,,,,complete,10,FALSE,
ship-component-mining-rig-m-t4,Mining Rig M T4,SHIP_COMPONENTS,4,3000,Volcanic Planet;Ice Planet,MUD;USTUR,ELECTRONIC_COMPONENT,CONTROL_SYSTEM,SHIP_COMPONENTS,Mining Rig M T3,1,Mining Controller,1,Utility Controller,1,Extraction Beam,1,,,,,,,,,,,complete,11,FALSE,
ship-component-mining-rig-m-t5,Mining Rig M T5,SHIP_COMPONENTS,5,6000,Volcanic Planet;Ice Planet,USTUR,ELECTRONIC_COMPONENT,CONTROL_SYSTEM,SHIP_COMPONENTS,Mining Rig M T4,1,Mining Controller,1,Utility Controller,1,Extraction Beam,1,,,,,,,,,,,complete,12,FALSE,
ship-component-mining-rig-l-t1,Mining Rig L T1,SHIP_COMPONENTS,1,360,Terrestrial Planet,MUD;ONI;USTUR,ELECTRONIC_COMPONENT,CONTROL_SYSTEM,SHIP_COMPONENTS,Mining Controller,1,Utility Controller,1,Extraction Beam,1,Utility Scaling Framework,1,,,,,,,,,,,complete,8,FALSE,
ship-component-mining-rig-l-t2,Mining Rig L T2,SHIP_COMPONENTS,2,720,Terrestrial Planet,MUD;ONI;USTUR,ELECTRONIC_COMPONENT,CONTROL_SYSTEM,SHIP_COMPONENTS,Mining Rig L T1,1,Mining Controller,1,Utility Controller,1,Extraction Beam,1,Utility Scaling Framework,1,,,,,,,,,complete,9,FALSE,
ship-component-mining-rig-l-t3,Mining Rig L T3,SHIP_COMPONENTS,3,1800,Terrestrial Planet;Volcanic Planet;Gas Giant,MUD;ONI;USTUR,ELECTRONIC_COMPONENT,CONTROL_SYSTEM,SHIP_COMPONENTS,Mining Rig L T2,1,Mining Controller,1,Utility Controller,1,Extraction Beam,1,Utility Scaling Framework,1,,,,,,,,,complete,10,FALSE,
ship-component-mining-rig-l-t4,Mining Rig L T4,SHIP_COMPONENTS,4,3600,Volcanic Planet;Ice Planet,MUD;USTUR,ELECTRONIC_COMPONENT,CONTROL_SYSTEM,SHIP_COMPONENTS,Mining Rig L T3,1,Mining Controller,1,Utility Controller,1,Extraction Beam,1,Utility Scaling Framework,1,,,,,,,,,complete,11,FALSE,
ship-component-mining-rig-l-t5,Mining Rig L T5,SHIP_COMPONENTS,5,7200,Volcanic Planet;Ice Planet,USTUR,ELECTRONIC_COMPONENT,CONTROL_SYSTEM,SHIP_COMPONENTS,Mining Rig L T4,1,Mining Controller,1,Utility Controller,1,Extraction Beam,1,Utility Scaling Framework,1,,,,,,,,,complete,12,FALSE,
ship-component-mining-rig-cap-t1,Mining Rig CAP T1,SHIP_COMPONENTS,1,420,Terrestrial Planet,MUD;ONI;USTUR,ELECTRONIC_COMPONENT,CONTROL_SYSTEM,SHIP_COMPONENTS,Mining Controller,1,Utility Controller,1,Extraction Beam,1,Utility Scaling Framework,1,Multi-System Coordinator,1,,,,,,,,,complete,8,FALSE,
ship-component-mining-rig-cap-t2,Mining Rig CAP T2,SHIP_COMPONENTS,2,840,Terrestrial Planet,MUD;ONI;USTUR,ELECTRONIC_COMPONENT,CONTROL_SYSTEM,SHIP_COMPONENTS,Mining Rig CAP T1,1,Mining Controller,1,Utility Controller,1,Extraction Beam,1,Utility Scaling Framework,1,Multi-System Coordinator,1,,,,,,,complete,9,FALSE,
ship-component-mining-rig-cap-t3,Mining Rig CAP T3,SHIP_COMPONENTS,3,2100,Terrestrial Planet;Volcanic Planet;Gas Giant,MUD;ONI;USTUR,ELECTRONIC_COMPONENT,CONTROL_SYSTEM,SHIP_COMPONENTS,Mining Rig CAP T2,1,Mining Controller,1,Utility Controller,1,Extraction Beam,1,Utility Scaling Framework,1,Multi-System Coordinator,1,,,,,,,complete,10,FALSE,
ship-component-mining-rig-cap-t4,Mining Rig CAP T4,SHIP_COMPONENTS,4,4200,Volcanic Planet;Ice Planet,MUD;USTUR,ELECTRONIC_COMPONENT,CONTROL_SYSTEM,SHIP_COMPONENTS,Mining Rig CAP T3,1,Mining Controller,1,Utility Controller,1,Extraction Beam,1,Utility Scaling Framework,1,Multi-System Coordinator,1,,,,,,,complete,11,FALSE,
ship-component-mining-rig-cap-t5,Mining Rig CAP T5,SHIP_COMPONENTS,5,8400,Volcanic Planet;Ice Planet,USTUR,ELECTRONIC_COMPONENT,CONTROL_SYSTEM,SHIP_COMPONENTS,Mining Rig CAP T4,1,Mining Controller,1,Utility Controller,1,Extraction Beam,1,Utility Scaling Framework,1,Multi-System Coordinator,1,,,,,,,complete,12,FALSE,
ship-component-mining-rig-cmd-t1,Mining Rig CMD T1,SHIP_COMPONENTS,1,480,Terrestrial Planet,MUD;ONI;USTUR,ELECTRONIC_COMPONENT,CONTROL_SYSTEM,SHIP_COMPONENTS,Mining Controller,1,Utility Controller,1,Extraction Beam,1,Utility Scaling Framework,1,Multi-System Coordinator,1,Industrial Control Matrix,1,,,,,,,complete,8,FALSE,
ship-component-mining-rig-cmd-t2,Mining Rig CMD T2,SHIP_COMPONENTS,2,960,Terrestrial Planet,MUD;ONI;USTUR,ELECTRONIC_COMPONENT,CONTROL_SYSTEM,SHIP_COMPONENTS,Mining Rig CMD T1,1,Mining Controller,1,Utility Controller,1,Extraction Beam,1,Utility Scaling Framework,1,Multi-System Coordinator,1,Industrial Control Matrix,1,,,,,complete,9,FALSE,
ship-component-mining-rig-cmd-t3,Mining Rig CMD T3,SHIP_COMPONENTS,3,2400,Terrestrial Planet;Volcanic Planet;Gas Giant,MUD;ONI;USTUR,ELECTRONIC_COMPONENT,CONTROL_SYSTEM,SHIP_COMPONENTS,Mining Rig CMD T2,1,Mining Controller,1,Utility Controller,1,Extraction Beam,1,Utility Scaling Framework,1,Multi-System Coordinator,1,Industrial Control Matrix,1,,,,,complete,10,FALSE,
ship-component-mining-rig-cmd-t4,Mining Rig CMD T4,SHIP_COMPONENTS,4,4800,Volcanic Planet;Ice Planet,MUD;USTUR,ELECTRONIC_COMPONENT,CONTROL_SYSTEM,SHIP_COMPONENTS,Mining Rig CMD T3,1,Mining Controller,1,Utility Controller,1,Extraction Beam,1,Utility Scaling Framework,1,Multi-System Coordinator,1,Industrial Control Matrix,1,,,,,complete,11,FALSE,
ship-component-mining-rig-cmd-t5,Mining Rig CMD T5,SHIP_COMPONENTS,5,9600,Volcanic Planet;Ice Planet,USTUR,ELECTRONIC_COMPONENT,CONTROL_SYSTEM,SHIP_COMPONENTS,Mining Rig CMD T4,1,Mining Controller,1,Utility Controller,1,Extraction Beam,1,Utility Scaling Framework,1,Multi-System Coordinator,1,Industrial Control Matrix,1,,,,,complete,12,FALSE,
ship-component-mining-rig-class8-t1,Mining Rig CLASS8 T1,SHIP_COMPONENTS,1,540,Terrestrial Planet,MUD;ONI;USTUR,ELECTRONIC_COMPONENT,CONTROL_SYSTEM,SHIP_COMPONENTS,Mining Controller,1,Utility Controller,1,Extraction Beam,1,Utility Scaling Framework,1,Multi-System Coordinator,1,Industrial Control Matrix,1,Megascale Utility Platform,1,,,,,complete,9,FALSE,
ship-component-mining-rig-class8-t2,Mining Rig CLASS8 T2,SHIP_COMPONENTS,2,1080,Terrestrial Planet,MUD;ONI;USTUR,ELECTRONIC_COMPONENT,CONTROL_SYSTEM,SHIP_COMPONENTS,Mining Rig CLASS8 T1,1,Mining Controller,1,Utility Controller,1,Extraction Beam,1,Utility Scaling Framework,1,Multi-System Coordinator,1,Industrial Control Matrix,1,Megascale Utility Platform,1,,,complete,10,FALSE,
ship-component-mining-rig-class8-t3,Mining Rig CLASS8 T3,SHIP_COMPONENTS,3,2700,Terrestrial Planet;Volcanic Planet;Gas Giant,MUD;ONI;USTUR,ELECTRONIC_COMPONENT,CONTROL_SYSTEM,SHIP_COMPONENTS,Mining Rig CLASS8 T2,1,Mining Controller,1,Utility Controller,1,Extraction Beam,1,Utility Scaling Framework,1,Multi-System Coordinator,1,Industrial Control Matrix,1,Megascale Utility Platform,1,,,complete,11,FALSE,
ship-component-mining-rig-class8-t4,Mining Rig CLASS8 T4,SHIP_COMPONENTS,4,5400,Volcanic Planet;Ice Planet,MUD;USTUR,ELECTRONIC_COMPONENT,CONTROL_SYSTEM,SHIP_COMPONENTS,Mining Rig CLASS8 T3,1,Mining Controller,1,Utility Controller,1,Extraction Beam,1,Utility Scaling Framework,1,Multi-System Coordinator,1,Industrial Control Matrix,1,Megascale Utility Platform,1,,,complete,12,FALSE,
ship-component-mining-rig-class8-t5,Mining Rig CLASS8 T5,SHIP_COMPONENTS,5,10800,Volcanic Planet;Ice Planet,USTUR,ELECTRONIC_COMPONENT,CONTROL_SYSTEM,SHIP_COMPONENTS,Mining Rig CLASS8 T4,1,Mining Controller,1,Utility Controller,1,Extraction Beam,1,Utility Scaling Framework,1,Multi-System Coordinator,1,Industrial Control Matrix,1,Megascale Utility Platform,1,,,complete,13,FALSE,
ship-component-mining-rig-ttn-t1,Mining Rig TTN T1,SHIP_COMPONENTS,1,600,Terrestrial Planet,MUD;ONI;USTUR,ELECTRONIC_COMPONENT,CONTROL_SYSTEM,SHIP_COMPONENTS,Mining Controller,1,Utility Controller,1,Extraction Beam,1,Utility Scaling Framework,1,Multi-System Coordinator,1,Industrial Control Matrix,1,Megascale Utility Platform,1,Titan Utility Core,1,,,complete,10,FALSE,
ship-component-mining-rig-ttn-t2,Mining Rig TTN T2,SHIP_COMPONENTS,2,1200,Terrestrial Planet,MUD;ONI;USTUR,ELECTRONIC_COMPONENT,CONTROL_SYSTEM,SHIP_COMPONENTS,Mining Rig TTN T1,1,Mining Controller,1,Utility Controller,1,Extraction Beam,1,Utility Scaling Framework,1,Multi-System Coordinator,1,Industrial Control Matrix,1,Megascale Utility Platform,1,Titan Utility Core,1,complete,11,FALSE,
ship-component-mining-rig-ttn-t3,Mining Rig TTN T3,SHIP_COMPONENTS,3,3000,Terrestrial Planet;Volcanic Planet;Gas Giant,MUD;ONI;USTUR,ELECTRONIC_COMPONENT,CONTROL_SYSTEM,SHIP_COMPONENTS,Mining Rig TTN T2,1,Mining Controller,1,Utility Controller,1,Extraction Beam,1,Utility Scaling Framework,1,Multi-System Coordinator,1,Industrial Control Matrix,1,Megascale Utility Platform,1,Titan Utility Core,1,complete,12,FALSE,
ship-component-mining-rig-ttn-t4,Mining Rig TTN T4,SHIP_COMPONENTS,4,6000,Volcanic Planet;Ice Planet,MUD;USTUR,ELECTRONIC_COMPONENT,CONTROL_SYSTEM,SHIP_COMPONENTS,Mining Rig TTN T3,1,Mining Controller,1,Utility Controller,1,Extraction Beam,1,Utility Scaling Framework,1,Multi-System Coordinator,1,Industrial Control Matrix,1,Megascale Utility Platform,1,Titan Utility Core,1,complete,13,FALSE,
ship-component-mining-rig-ttn-t5,Mining Rig TTN T5,SHIP_COMPONENTS,5,12000,Volcanic Planet;Ice Planet,USTUR,ELECTRONIC_COMPONENT,CONTROL_SYSTEM,SHIP_COMPONENTS,Mining Rig TTN T4,1,Mining Controller,1,Utility Controller,1,Extraction Beam,1,Utility Scaling Framework,1,Multi-System Coordinator,1,Industrial Control Matrix,1,Megascale Utility Platform,1,Titan Utility Core,1,complete,14,FALSE,
ship-component-tow-rig-xxs-t1,Tow Rig XXS T1,SHIP_COMPONENTS,1,120,Terrestrial Planet,MUD;ONI;USTUR,ELECTRONIC_COMPONENT,CONTROL_SYSTEM,SHIP_COMPONENTS,Tow Assembly,1,Utility Controller,1,Magnetic Clamp,1,,,,,,,,,,,,,complete,6,FALSE,
ship-component-tow-rig-xxs-t2,Tow Rig XXS T2,SHIP_COMPONENTS,2,240,Terrestrial Planet,MUD;ONI;USTUR,ELECTRONIC_COMPONENT,CONTROL_SYSTEM,SHIP_COMPONENTS,Tow Rig XXS T1,1,Tow Assembly,1,Utility Controller,1,Magnetic Clamp,1,,,,,,,,,,,complete,7,FALSE,
ship-component-tow-rig-xxs-t3,Tow Rig XXS T3,SHIP_COMPONENTS,3,600,Terrestrial Planet;Volcanic Planet;Gas Giant,MUD;ONI;USTUR,ELECTRONIC_COMPONENT,CONTROL_SYSTEM,SHIP_COMPONENTS,Tow Rig XXS T2,1,Tow Assembly,1,Utility Controller,1,Magnetic Clamp,1,,,,,,,,,,,complete,8,FALSE,
ship-component-tow-rig-xxs-t4,Tow Rig XXS T4,SHIP_COMPONENTS,4,1200,Volcanic Planet;Ice Planet,MUD;USTUR,ELECTRONIC_COMPONENT,CONTROL_SYSTEM,SHIP_COMPONENTS,Tow Rig XXS T3,1,Tow Assembly,1,Utility Controller,1,Magnetic Clamp,1,,,,,,,,,,,complete,9,FALSE,
ship-component-tow-rig-xxs-t5,Tow Rig XXS T5,SHIP_COMPONENTS,5,2400,Volcanic Planet;Ice Planet,USTUR,ELECTRONIC_COMPONENT,CONTROL_SYSTEM,SHIP_COMPONENTS,Tow Rig XXS T4,1,Tow Assembly,1,Utility Controller,1,Magnetic Clamp,1,,,,,,,,,,,complete,10,FALSE,
ship-component-tow-rig-xs-t1,Tow Rig XS T1,SHIP_COMPONENTS,1,180,Terrestrial Planet,MUD;ONI;USTUR,ELECTRONIC_COMPONENT,CONTROL_SYSTEM,SHIP_COMPONENTS,Tow Assembly,1,Utility Controller,1,Magnetic Clamp,1,,,,,,,,,,,,,complete,6,FALSE,
ship-component-tow-rig-xs-t2,Tow Rig XS T2,SHIP_COMPONENTS,2,360,Terrestrial Planet,MUD;ONI;USTUR,ELECTRONIC_COMPONENT,CONTROL_SYSTEM,SHIP_COMPONENTS,Tow Rig XS T1,1,Tow Assembly,1,Utility Controller,1,Magnetic Clamp,1,,,,,,,,,,,complete,7,FALSE,
ship-component-tow-rig-xs-t3,Tow Rig XS T3,SHIP_COMPONENTS,3,900,Terrestrial Planet;Volcanic Planet;Gas Giant,MUD;ONI;USTUR,ELECTRONIC_COMPONENT,CONTROL_SYSTEM,SHIP_COMPONENTS,Tow Rig XS T2,1,Tow Assembly,1,Utility Controller,1,Magnetic Clamp,1,,,,,,,,,,,complete,8,FALSE,
ship-component-tow-rig-xs-t4,Tow Rig XS T4,SHIP_COMPONENTS,4,1800,Volcanic Planet;Ice Planet,MUD;USTUR,ELECTRONIC_COMPONENT,CONTROL_SYSTEM,SHIP_COMPONENTS,Tow Rig XS T3,1,Tow Assembly,1,Utility Controller,1,Magnetic Clamp,1,,,,,,,,,,,complete,9,FALSE,
ship-component-tow-rig-xs-t5,Tow Rig XS T5,SHIP_COMPONENTS,5,3600,Volcanic Planet;Ice Planet,USTUR,ELECTRONIC_COMPONENT,CONTROL_SYSTEM,SHIP_COMPONENTS,Tow Rig XS T4,1,Tow Assembly,1,Utility Controller,1,Magnetic Clamp,1,,,,,,,,,,,complete,10,FALSE,
ship-component-tow-rig-s-t1,Tow Rig S T1,SHIP_COMPONENTS,1,240,Terrestrial Planet,MUD;ONI;USTUR,ELECTRONIC_COMPONENT,CONTROL_SYSTEM,SHIP_COMPONENTS,Tow Assembly,1,Utility Controller,1,Magnetic Clamp,1,,,,,,,,,,,,,complete,6,FALSE,
ship-component-tow-rig-s-t2,Tow Rig S T2,SHIP_COMPONENTS,2,480,Terrestrial Planet,MUD;ONI;USTUR,ELECTRONIC_COMPONENT,CONTROL_SYSTEM,SHIP_COMPONENTS,Tow Rig S T1,1,Tow Assembly,1,Utility Controller,1,Magnetic Clamp,1,,,,,,,,,,,complete,7,FALSE,
ship-component-tow-rig-s-t3,Tow Rig S T3,SHIP_COMPONENTS,3,1200,Terrestrial Planet;Volcanic Planet;Gas Giant,MUD;ONI;USTUR,ELECTRONIC_COMPONENT,CONTROL_SYSTEM,SHIP_COMPONENTS,Tow Rig S T2,1,Tow Assembly,1,Utility Controller,1,Magnetic Clamp,1,,,,,,,,,,,complete,8,FALSE,
ship-component-tow-rig-s-t4,Tow Rig S T4,SHIP_COMPONENTS,4,2400,Volcanic Planet;Ice Planet,MUD;USTUR,ELECTRONIC_COMPONENT,CONTROL_SYSTEM,SHIP_COMPONENTS,Tow Rig S T3,1,Tow Assembly,1,Utility Controller,1,Magnetic Clamp,1,,,,,,,,,,,complete,9,FALSE,
ship-component-tow-rig-s-t5,Tow Rig S T5,SHIP_COMPONENTS,5,4800,Volcanic Planet;Ice Planet,USTUR,ELECTRONIC_COMPONENT,CONTROL_SYSTEM,SHIP_COMPONENTS,Tow Rig S T4,1,Tow Assembly,1,Utility Controller,1,Magnetic Clamp,1,,,,,,,,,,,complete,10,FALSE,
ship-component-tow-rig-m-t1,Tow Rig M T1,SHIP_COMPONENTS,1,300,Terrestrial Planet,MUD;ONI;USTUR,ELECTRONIC_COMPONENT,CONTROL_SYSTEM,SHIP_COMPONENTS,Tow Assembly,1,Utility Controller,1,Magnetic Clamp,1,,,,,,,,,,,,,complete,6,FALSE,
ship-component-tow-rig-m-t2,Tow Rig M T2,SHIP_COMPONENTS,2,600,Terrestrial Planet,MUD;ONI;USTUR,ELECTRONIC_COMPONENT,CONTROL_SYSTEM,SHIP_COMPONENTS,Tow Rig M T1,1,Tow Assembly,1,Utility Controller,1,Magnetic Clamp,1,,,,,,,,,,,complete,7,FALSE,
ship-component-tow-rig-m-t3,Tow Rig M T3,SHIP_COMPONENTS,3,1500,Terrestrial Planet;Volcanic Planet;Gas Giant,MUD;ONI;USTUR,ELECTRONIC_COMPONENT,CONTROL_SYSTEM,SHIP_COMPONENTS,Tow Rig M T2,1,Tow Assembly,1,Utility Controller,1,Magnetic Clamp,1,,,,,,,,,,,complete,8,FALSE,
ship-component-tow-rig-m-t4,Tow Rig M T4,SHIP_COMPONENTS,4,3000,Volcanic Planet;Ice Planet,MUD;USTUR,ELECTRONIC_COMPONENT,CONTROL_SYSTEM,SHIP_COMPONENTS,Tow Rig M T3,1,Tow Assembly,1,Utility Controller,1,Magnetic Clamp,1,,,,,,,,,,,complete,9,FALSE,
ship-component-tow-rig-m-t5,Tow Rig M T5,SHIP_COMPONENTS,5,6000,Volcanic Planet;Ice Planet,USTUR,ELECTRONIC_COMPONENT,CONTROL_SYSTEM,SHIP_COMPONENTS,Tow Rig M T4,1,Tow Assembly,1,Utility Controller,1,Magnetic Clamp,1,,,,,,,,,,,complete,10,FALSE,
ship-component-tow-rig-l-t1,Tow Rig L T1,SHIP_COMPONENTS,1,360,Terrestrial Planet,MUD;ONI;USTUR,ELECTRONIC_COMPONENT,CONTROL_SYSTEM,SHIP_COMPONENTS,Tow Assembly,1,Utility Controller,1,Magnetic Clamp,1,Structural Reinforcement Grid,1,,,,,,,,,,,complete,7,FALSE,
ship-component-tow-rig-l-t2,Tow Rig L T2,SHIP_COMPONENTS,2,720,Terrestrial Planet,MUD;ONI;USTUR,ELECTRONIC_COMPONENT,CONTROL_SYSTEM,SHIP_COMPONENTS,Tow Rig L T1,1,Tow Assembly,1,Utility Controller,1,Magnetic Clamp,1,Structural Reinforcement Grid,1,,,,,,,,,complete,8,FALSE,
ship-component-tow-rig-l-t3,Tow Rig L T3,SHIP_COMPONENTS,3,1800,Terrestrial Planet;Volcanic Planet;Gas Giant,MUD;ONI;USTUR,ELECTRONIC_COMPONENT,CONTROL_SYSTEM,SHIP_COMPONENTS,Tow Rig L T2,1,Tow Assembly,1,Utility Controller,1,Magnetic Clamp,1,Structural Reinforcement Grid,1,,,,,,,,,complete,9,FALSE,
ship-component-tow-rig-l-t4,Tow Rig L T4,SHIP_COMPONENTS,4,3600,Volcanic Planet;Ice Planet,MUD;USTUR,ELECTRONIC_COMPONENT,CONTROL_SYSTEM,SHIP_COMPONENTS,Tow Rig L T3,1,Tow Assembly,1,Utility Controller,1,Magnetic Clamp,1,Structural Reinforcement Grid,1,,,,,,,,,complete,10,FALSE,
ship-component-tow-rig-l-t5,Tow Rig L T5,SHIP_COMPONENTS,5,7200,Volcanic Planet;Ice Planet,USTUR,ELECTRONIC_COMPONENT,CONTROL_SYSTEM,SHIP_COMPONENTS,Tow Rig L T4,1,Tow Assembly,1,Utility Controller,1,Magnetic Clamp,1,Structural Reinforcement Grid,1,,,,,,,,,complete,11,FALSE,
ship-component-tow-rig-cap-t1,Tow Rig CAP T1,SHIP_COMPONENTS,1,420,Terrestrial Planet,MUD;ONI;USTUR,ELECTRONIC_COMPONENT,CONTROL_SYSTEM,SHIP_COMPONENTS,Tow Assembly,1,Utility Controller,1,Magnetic Clamp,1,Structural Reinforcement Grid,1,Architectural Framework,1,,,,,,,,,complete,7,FALSE,
ship-component-tow-rig-cap-t2,Tow Rig CAP T2,SHIP_COMPONENTS,2,840,Terrestrial Planet,MUD;ONI;USTUR,ELECTRONIC_COMPONENT,CONTROL_SYSTEM,SHIP_COMPONENTS,Tow Rig CAP T1,1,Tow Assembly,1,Utility Controller,1,Magnetic Clamp,1,Structural Reinforcement Grid,1,Architectural Framework,1,,,,,,,complete,8,FALSE,
ship-component-tow-rig-cap-t3,Tow Rig CAP T3,SHIP_COMPONENTS,3,2100,Terrestrial Planet;Volcanic Planet;Gas Giant,MUD;ONI;USTUR,ELECTRONIC_COMPONENT,CONTROL_SYSTEM,SHIP_COMPONENTS,Tow Rig CAP T2,1,Tow Assembly,1,Utility Controller,1,Magnetic Clamp,1,Structural Reinforcement Grid,1,Architectural Framework,1,,,,,,,complete,9,FALSE,
