OutputID	OutputName	OutputType	OutputTier	ConstructionTime	PlanetTypes	Factions	ResourceType	ProductionSteps	Ingredient1	Quantity1	Ingredient2	Quantity2	Ingredient3	Quantity3	Ingredient4	Quantity4	Ingredient5	Quantity5	Ingredient6	Quantity6	Ingredient7	Quantity7	Ingredient8	Quantity8
barren-krypton-extractor-t3	Krypton Extractor	BUILDING	3	60	Barren Planet	MUD;ONI;USTUR	Extraction	0	Arco Panels	15	Metal Framework	12	Copper Wire	10	Zinc	6	Tin	3						
barren-krypton-extractor-t4	Krypton Extractor	BUILDING	4	50	Barren Planet	MUD;ONI;USTUR	Extraction	0	Arco Panels	18	Metal Framework	15	Copper Wire	12	Zinc	8	Tin	5	Lithium	2				
barren-krypton-extractor-t5	Krypton Extractor	BUILDING	5	40	Barren Planet	MUD;ONI;USTUR	Extraction	0	Arco Panels	20	Metal Framework	18	Copper Wire	15	Zinc	10	Tin	8	Lithium	5	Manganese	2		

barren-tin-ore-extractor-t1	Tin Ore Extractor	BUILDING	1	90	Barren Planet	MUD;ONI;USTUR	Extraction	0	Arco Panels	8	Copper Wire	6												
barren-tin-ore-extractor-t2	Tin Ore Extractor	BUILDING	2	75	Barren Planet	MUD;ONI;USTUR	Extraction	0	Arco Panels	10	Copper Wire	8	Metal Framework	4										
barren-tin-ore-extractor-t3	Tin Ore Extractor	BUILDING	3	60	Barren Planet	MUD;ONI;USTUR	Extraction	0	Arco Panels	12	Copper Wire	10	Metal Framework	6	Zinc	3								
barren-tin-ore-extractor-t4	Tin Ore Extractor	BUILDING	4	50	Barren Planet	MUD;ONI;USTUR	Extraction	0	Arco Panels	15	Copper Wire	12	Metal Framework	8	Zinc	5	Copper	2						
barren-tin-ore-extractor-t5	Tin Ore Extractor	BUILDING	5	40	Barren Planet	MUD;ONI;USTUR	Extraction	0	Arco Panels	18	Copper Wire	15	Metal Framework	10	Zinc	8	Copper	5	Lithium	2				

barren-zinc-ore-extractor-t1	Zinc Ore Extractor	BUILDING	1	90	Barren Planet	MUD;ONI;USTUR	Extraction	0	Arco Panels	10	Copper Wire	8	Tin	6										
barren-zinc-ore-extractor-t2	Zinc Ore Extractor	BUILDING	2	75	Barren Planet	MUD;ONI;USTUR	Extraction	0	Arco Panels	12	Copper Wire	10	Tin	8	Metal Framework	4								
barren-zinc-ore-extractor-t3	Zinc Ore Extractor	BUILDING	3	60	Barren Planet	MUD;ONI;USTUR	Extraction	0	Arco Panels	15	Copper Wire	12	Tin	10	Metal Framework	6	Copper	3						
barren-zinc-ore-extractor-t4	Zinc Ore Extractor	BUILDING	4	50	Barren Planet	MUD;ONI;USTUR	Extraction	0	Arco Panels	18	Copper Wire	15	Tin	12	Metal Framework	8	Copper	5	Krypton Systems	2				
barren-zinc-ore-extractor-t5	Zinc Ore Extractor	BUILDING	5	40	Barren Planet	MUD;ONI;USTUR	Extraction	0	Arco Panels	20	Copper Wire	18	Tin	15	Metal Framework	10	Copper	8	Krypton Systems	5	Lithium	2		

# T2 Resources: Lithium Ore, Manganese Ore, Rochinol
barren-lithium-ore-extractor-t1	Lithium Ore Extractor	BUILDING	1	120	Barren Planet	MUD;ONI;USTUR	Extraction	0	Arco Panels	12	Copper Wire	10	Tin	8										
barren-lithium-ore-extractor-t2	Lithium Ore Extractor	BUILDING	2	100	Barren Planet	MUD;ONI;USTUR	Extraction	0	Arco Panels	15	Copper Wire	12	Tin	10	Metal Framework	4								
barren-lithium-ore-extractor-t3	Lithium Ore Extractor	BUILDING	3	80	Barren Planet	MUD;ONI;USTUR	Extraction	0	Arco Panels	18	Copper Wire	15	Tin	12	Metal Framework	6	Zinc	3						
barren-lithium-ore-extractor-t4	Lithium Ore Extractor	BUILDING	4	65	Barren Planet	MUD;ONI;USTUR	Extraction	0	Arco Panels	20	Copper Wire	18	Tin	15	Metal Framework	8	Zinc	5	Copper	2				
barren-lithium-ore-extractor-t5	Lithium Ore Extractor	BUILDING	5	50	Barren Planet	MUD;ONI;USTUR	Extraction	0	Arco Panels	25	Copper Wire	20	Tin	18	Metal Framework	12	Zinc	8	Copper	5	Krypton Systems	2		

barren-manganese-ore-extractor-t1	Manganese Ore Extractor	BUILDING	1	120	Barren Planet	MUD;ONI;USTUR	Extraction	0	Arco Panels	12	Copper Wire	10	Zinc	8										
barren-manganese-ore-extractor-t2	Manganese Ore Extractor	BUILDING	2	100	Barren Planet	MUD;ONI;USTUR	Extraction	0	Arco Panels	15	Copper Wire	12	Zinc	10	Metal Framework	4								
barren-manganese-ore-extractor-t3	Manganese Ore Extractor	BUILDING	3	80	Barren Planet	MUD;ONI;USTUR	Extraction	0	Arco Panels	18	Copper Wire	15	Zinc	12	Metal Framework	6	Tin	3						
barren-manganese-ore-extractor-t4	Manganese Ore Extractor	BUILDING	4	65	Barren Planet	MUD;ONI;USTUR	Extraction	0	Arco Panels	20	Copper Wire	18	Zinc	15	Metal Framework	8	Tin	5	Copper	2				
barren-manganese-ore-extractor-t5	Manganese Ore Extractor	BUILDING	5	50	Barren Planet	MUD;ONI;USTUR	Extraction	0	Arco Panels	25	Copper Wire	20	Zinc	18	Metal Framework	12	Tin	8	Copper	5	Krypton Systems	2		

barren-rochinol-extractor-t1	Rochinol Extractor	BUILDING	1	120	Barren Planet	MUD;ONI;USTUR	Extraction	0	Arco Panels	12	Metal Framework	10	Krypton Systems	8										
barren-rochinol-extractor-t2	Rochinol Extractor	BUILDING	2	100	Barren Planet	MUD;ONI;USTUR	Extraction	0	Arco Panels	15	Metal Framework	12	Krypton Systems	10	Copper Wire	4								
barren-rochinol-extractor-t3	Rochinol Extractor	BUILDING	3	80	Barren Planet	MUD;ONI;USTUR	Extraction	0	Arco Panels	18	Metal Framework	15	Krypton Systems	12	Copper Wire	6	Zinc	3						
barren-rochinol-extractor-t4	Rochinol Extractor	BUILDING	4	65	Barren Planet	MUD;ONI;USTUR	Extraction	0	Arco Panels	20	Metal Framework	18	Krypton Systems	15	Copper Wire	8	Zinc	5	Tin	2				
barren-rochinol-extractor-t5	Rochinol Extractor	BUILDING	5	50	Barren Planet	MUD;ONI;USTUR	Extraction	0	Arco Panels	25	Metal Framework	20	Krypton Systems	18	Copper Wire	12	Zinc	8	Tin	5	Lithium	2		

# T3 Resources: Tungsten Ore, Vanadium Ore
barren-tungsten-ore-extractor-t1	Tungsten Ore Extractor	BUILDING	1	180	Barren Planet	MUD;ONI;USTUR	Extraction	0	Composite Plating	18	Lithium	15	Copper Wire	12										
barren-tungsten-ore-extractor-t2	Tungsten Ore Extractor	BUILDING	2	150	Barren Planet	MUD;ONI;USTUR	Extraction	0	Composite Plating	20	Lithium	18	Copper Wire	15	Manganese	8								
barren-tungsten-ore-extractor-t3	Tungsten Ore Extractor	BUILDING	3	120	Barren Planet	MUD;ONI;USTUR	Extraction	0	Composite Plating	25	Lithium	20	Copper Wire	18	Manganese	12	Tungsten Framework	6						
barren-tungsten-ore-extractor-t4	Tungsten Ore Extractor	BUILDING	4	100	Barren Planet	MUD;ONI;USTUR	Extraction	0	Composite Plating	28	Lithium	25	Copper Wire	20	Manganese	15	Tungsten Framework	10	Vanadium	4				
barren-tungsten-ore-extractor-t5	Tungsten Ore Extractor	BUILDING	5	80	Barren Planet	MUD;ONI;USTUR	Extraction	0	Composite Plating	35	Lithium	30	Copper Wire	25	Manganese	20	Tungsten Framework	15	Vanadium	8	Tungsten Core	3		

barren-vanadium-ore-extractor-t1	Vanadium Ore Extractor	BUILDING	1	180	Barren Planet	MUD;ONI;USTUR	Extraction	0	Composite Plating	20	Lithium	18	Manganese	15										
barren-vanadium-ore-extractor-t2	Vanadium Ore Extractor	BUILDING	2	150	Barren Planet	MUD;ONI;USTUR	Extraction	0	Composite Plating	22	Lithium	20	Manganese	18	Copper Wire	8								
barren-vanadium-ore-extractor-t3	Vanadium Ore Extractor	BUILDING	3	120	Barren Planet	MUD;ONI;USTUR	Extraction	0	Composite Plating	25	Lithium	22	Manganese	20	Copper Wire	12	Tungsten Framework	6						
barren-vanadium-ore-extractor-t4	Vanadium Ore Extractor	BUILDING	4	100	Barren Planet	MUD;ONI;USTUR	Extraction	0	Composite Plating	30	Lithium	25	Manganese	22	Copper Wire	15	Tungsten Framework	10	Tungsten	4				
barren-vanadium-ore-extractor-t5	Vanadium Ore Extractor	BUILDING	5	80	Barren Planet	MUD;ONI;USTUR	Extraction	0	Composite Plating	35	Lithium	30	Manganese	25	Copper Wire	18	Tungsten Framework	15	Tungsten	8	Tungsten Core	3		

# T5 Resources: Black Opal, Jasphorus Crystals, Resonium Ore
barren-black-opal-extractor-t1	Black Opal Extractor	BUILDING	1	480	Barren Planet	USTUR	Extraction	0	Tungsten Framework	35	Composite Plating	30	Resonium Matrix	25										
barren-black-opal-extractor-t2	Black Opal Extractor	BUILDING	2	400	Barren Planet	USTUR	Extraction	0	Tungsten Framework	40	Composite Plating	35	Resonium Matrix	30	Tungsten Core	15						
barren-black-opal-extractor-t3	Black Opal Extractor	BUILDING	3	320	Barren Planet	USTUR	Extraction	0	Tungsten Framework	45	Composite Plating	40	Resonium Matrix	35	Tungsten Core	20	Resonium	12				
barren-black-opal-extractor-t4	Black Opal Extractor	BUILDING	4	250	Barren Planet	USTUR	Extraction	0	Tungsten Framework	55	Composite Plating	50	Resonium Matrix	40	Tungsten Core	25	Resonium	18	Vanadium	10		
barren-black-opal-extractor-t5	Black Opal Extractor	BUILDING	5	200	Barren Planet	USTUR	Extraction	0	Tungsten Framework	65	Composite Plating	60	Resonium Matrix	50	Tungsten Core	35	Resonium	25	Vanadium	15	Lithium	10	

barren-jasphorus-crystals-extractor-t1	Jasphorus Crystals Extractor	BUILDING	1	480	Barren Planet	ONI	Extraction	0	Tungsten Framework	40	Composite Plating	35	Resonium Matrix	30										
barren-jasphorus-crystals-extractor-t2	Jasphorus Crystals Extractor	BUILDING	2	400	Barren Planet	ONI	Extraction	0	Tungsten Framework	45	Composite Plating	40	Resonium Matrix	35	Tungsten Core	18						
barren-jasphorus-crystals-extractor-t3	Jasphorus Crystals Extractor	BUILDING	3	320	Barren Planet	ONI	Extraction	0	Tungsten Framework	50	Composite Plating	45	Resonium Matrix	40	Tungsten Core	25	Resonium	15				
barren-jasphorus-crystals-extractor-t4	Jasphorus Crystals Extractor	BUILDING	4	250	Barren Planet	ONI	Extraction	0	Tungsten Framework	60	Composite Plating	55	Resonium Matrix	45	Tungsten Core	30	Resonium	22	Vanadium	12		
barren-jasphorus-crystals-extractor-t5	Jasphorus Crystals Extractor	BUILDING	5	200	Barren Planet	ONI	Extraction	0	Tungsten Framework	70	Composite Plating	65	Resonium Matrix	55	Tungsten Core	40	Resonium	30	Vanadium	20	Manganese	12	

barren-resonium-ore-extractor-t1	Resonium Ore Extractor	BUILDING	1	480	Barren Planet	MUD	Extraction	0	Tungsten Framework	45	Composite Plating	40	Lithium	35										
barren-resonium-ore-extractor-t2	Resonium Ore Extractor	BUILDING	2	400	Barren Planet	MUD	Extraction	0	Tungsten Framework	50	Composite Plating	45	Lithium	40	Manganese	20						
barren-resonium-ore-extractor-t3	Resonium Ore Extractor	BUILDING	3	320	Barren Planet	MUD	Extraction	0	Tungsten Framework	55	Composite Plating	50	Lithium	45	Manganese	25	Tungsten Core	18				
barren-resonium-ore-extractor-t4	Resonium Ore Extractor	BUILDING	4	250	Barren Planet	MUD	Extraction	0	Tungsten Framework	65	Composite Plating	60	Lithium	50	Manganese	30	Tungsten Core	25	Vanadium	15		
barren-resonium-ore-extractor-t5	Resonium Ore Extractor	BUILDING	5	200	Barren Planet	MUD	Extraction	0	Tungsten Framework	75	Composite Plating	70	Lithium	60	Manganese	40	Tungsten Core	35	Vanadium	25	Resonium	12	

# FARM MODULES (Plant Extraction)
barren-aegis-barrier-cactus-extractor-t1	Aegis Barrier Cactus Extractor	BUILDING	1	120	Barren Planet	USTUR	Farm	0	Arco Panels	20	Metal Framework	15	Krypton Systems	10										
barren-aegis-barrier-cactus-extractor-t2	Aegis Barrier Cactus Extractor	BUILDING	2	100	Barren Planet	USTUR	Farm	0	Arco Panels	25	Metal Framework	18	Krypton Systems	12	Copper Wire	6								
barren-aegis-barrier-cactus-extractor-t3	Aegis Barrier Cactus Extractor	BUILDING	3	80	Barren Planet	USTUR	Farm	0	Arco Panels	30	Metal Framework	20	Krypton Systems	15	Copper Wire	8	Zinc	4						
barren-aegis-barrier-cactus-extractor-t4	Aegis Barrier Cactus Extractor	BUILDING	4	65	Barren Planet	USTUR	Farm	0	Arco Panels	35	Metal Framework	25	Krypton Systems	18	Copper Wire	12	Zinc	6	Tin	2				
barren-aegis-barrier-cactus-extractor-t5	Aegis Barrier Cactus Extractor	BUILDING	5	50	Barren Planet	USTUR	Farm	0	Arco Panels	40	Metal Framework	30	Krypton Systems	20	Copper Wire	15	Zinc	10	Tin	4	Composite Plating	1
# CENTRAL HUB (T1 uses raw materials, T2+ uses processed)																								
terrestrial-central-hub-t1	Central Hub	BUILDING	1	0	Terrestrial Planet	MUD;ONI;USTUR	Infrastructure	0	Auto-Built	0														
terrestrial-central-hub-t2	Central Hub	BUILDING	2	300	Terrestrial Planet	MUD;ONI;USTUR	Infrastructure	1	Iron Brackets	30	Thermoplastic Panels	25	Bio Fiber	20	Aluminum	15								
terrestrial-central-hub-t3	Central Hub	BUILDING	3	450	Terrestrial Planet	MUD;ONI;USTUR	Infrastructure	1	Iron Brackets	40	Thermoplastic Panels	35	Bio Fiber	28	Aluminum	20	Carbon Fiber	15	Silica Glass	12				
terrestrial-central-hub-t4	Central Hub	BUILDING	4	600	Terrestrial Planet	MUD;ONI;USTUR	Infrastructure	1	Iron Brackets	50	Thermoplastic Panels	45	Bio Fiber	35	Aluminum	25	Carbon Fiber	20	Silica Glass	18	Aluminum Sheets	10		
terrestrial-central-hub-t5	Central Hub	BUILDING	5	750	Terrestrial Planet	MUD;ONI;USTUR	Infrastructure	1	Iron Brackets	60	Thermoplastic Panels	55	Bio Fiber	45	Aluminum	35	Carbon Fiber	28	Silica Glass	25	Aluminum Sheets	15		
																								
# HUBS (T1 uses raw materials for bootstrap, T2+ uses processed)																								
terrestrial-processing-hub-t1	Processing Hub	BUILDING	1	120	Terrestrial Planet	MUD;ONI;USTUR	Infrastructure	1	Iron Ore	25	Thermoplastic Resin	18	Biomass	12										
terrestrial-processing-hub-t2	Processing Hub	BUILDING	2	180	Terrestrial Planet	MUD;ONI;USTUR	Infrastructure	1	Iron Brackets	30	Thermoplastic Panels	22	Bio Fiber	15	Aluminum	12								
terrestrial-processing-hub-t3	Processing Hub	BUILDING	3	240	Terrestrial Planet	MUD;ONI;USTUR	Infrastructure	1	Iron Brackets	35	Thermoplastic Panels	28	Bio Fiber	20	Aluminum	15	Carbon Fiber	12	Silica Glass	10				
terrestrial-processing-hub-t4	Processing Hub	BUILDING	4	360	Terrestrial Planet	MUD;ONI;USTUR	Infrastructure	1	Iron Brackets	45	Thermoplastic Panels	35	Bio Fiber	28	Aluminum	20	Carbon Fiber	18	Silica Glass	15	Aluminum Sheets	8		
terrestrial-processing-hub-t5	Processing Hub	BUILDING	5	480	Terrestrial Planet	MUD;ONI;USTUR	Infrastructure	1	Iron Brackets	55	Thermoplastic Panels	45	Bio Fiber	35	Aluminum	25	Carbon Fiber	25	Silica Glass	20	Aluminum Sheets	12		
																								
terrestrial-extraction-hub-t1	Extraction Hub	BUILDING	1	120	Terrestrial Planet	MUD;ONI;USTUR	Infrastructure	1	Iron Ore	25	Thermoplastic Resin	18	Biomass	12										
terrestrial-extraction-hub-t2	Extraction Hub	BUILDING	2	180	Terrestrial Planet	MUD;ONI;USTUR	Infrastructure	1	Iron Brackets	30	Thermoplastic Panels	22	Bio Fiber	15	Aluminum	12								
terrestrial-extraction-hub-t3	Extraction Hub	BUILDING	3	240	Terrestrial Planet	MUD;ONI;USTUR	Infrastructure	1	Iron Brackets	35	Thermoplastic Panels	28	Bio Fiber	20	Aluminum	15	Carbon Fiber	12	Silica Glass	10				
terrestrial-extraction-hub-t4	Extraction Hub	BUILDING	4	360	Terrestrial Planet	MUD;ONI;USTUR	Infrastructure	1	Iron Brackets	45	Thermoplastic Panels	35	Bio Fiber	28	Aluminum	20	Carbon Fiber	18	Silica Glass	15	Aluminum Sheets	8		
terrestrial-extraction-hub-t5	Extraction Hub	BUILDING	5	480	Terrestrial Planet	MUD;ONI;USTUR	Infrastructure	1	Iron Brackets	55	Thermoplastic Panels	45	Bio Fiber	35	Aluminum	25	Carbon Fiber	25	Silica Glass	20	Aluminum Sheets	12		
																								
terrestrial-storage-hub-t1	Storage Hub	BUILDING	1	120	Terrestrial Planet	MUD;ONI;USTUR	Infrastructure	1	Iron Ore	25	Thermoplastic Resin	18	Biomass	12										
terrestrial-storage-hub-t2	Storage Hub	BUILDING	2	180	Terrestrial Planet	MUD;ONI;USTUR	Infrastructure	1	Iron Brackets	30	Thermoplastic Panels	22	Bio Fiber	15	Aluminum	12								
terrestrial-storage-hub-t3	Storage Hub	BUILDING	3	240	Terrestrial Planet	MUD;ONI;USTUR	Infrastructure	1	Iron Brackets	35	Thermoplastic Panels	28	Bio Fiber	20	Aluminum	15	Carbon Fiber	12	Silica Glass	10				
terrestrial-storage-hub-t4	Storage Hub	BUILDING	4	360	Terrestrial Planet	MUD;ONI;USTUR	Infrastructure	1	Iron Brackets	45	Thermoplastic Panels	35	Bio Fiber	28	Aluminum	20	Carbon Fiber	18	Silica Glass	15	Aluminum Sheets	8		
terrestrial-storage-hub-t5	Storage Hub	BUILDING	5	480	Terrestrial Planet	MUD;ONI;USTUR	Infrastructure	1	Iron Brackets	55	Thermoplastic Panels	45	Bio Fiber	35	Aluminum	25	Carbon Fiber	25	Silica Glass	20	Aluminum Sheets	12		
																								
terrestrial-farm-hub-t1	Farm Hub	BUILDING	1	120	Terrestrial Planet	MUD;ONI;USTUR	Infrastructure	1	Iron Ore	25	Thermoplastic Resin	18	Biomass	12										
terrestrial-farm-hub-t2	Farm Hub	BUILDING	2	180	Terrestrial Planet	MUD;ONI;USTUR	Infrastructure	1	Iron Brackets	30	Thermoplastic Panels	22	Bio Fiber	15	Aluminum	12								
terrestrial-farm-hub-t3	Farm Hub	BUILDING	3	240	Terrestrial Planet	MUD;ONI;USTUR	Infrastructure	1	Iron Brackets	35	Thermoplastic Panels	28	Bio Fiber	20	Aluminum	15	Carbon Fiber	12	Silica Glass	10				
terrestrial-farm-hub-t4	Farm Hub	BUILDING	4	360	Terrestrial Planet	MUD;ONI;USTUR	Infrastructure	1	Iron Brackets	45	Thermoplastic Panels	35	Bio Fiber	28	Aluminum	20	Carbon Fiber	18	Silica Glass	15	Aluminum Sheets	8		
terrestrial-farm-hub-t5	Farm Hub	BUILDING	5	480	Terrestrial Planet	MUD;ONI;USTUR	Infrastructure	1	Iron Brackets	55	Thermoplastic Panels	45	Bio Fiber	35	Aluminum	25	Carbon Fiber	25	Silica Glass	20	Aluminum Sheets	12		
																								
terrestrial-power-plant-t1	Power Plant	BUILDING	1	90	Terrestrial Planet	MUD;ONI;USTUR	Infrastructure	1	Iron Ore	20	Thermoplastic Resin	15	Biomass	10										
terrestrial-power-plant-t2	Power Plant	BUILDING	2	135	Terrestrial Planet	MUD;ONI;USTUR	Infrastructure	1	Iron Brackets	25	Thermoplastic Panels	18	Bio Fiber	12	Aluminum	8								
terrestrial-power-plant-t3	Power Plant	BUILDING	3	180	Terrestrial Planet	MUD;ONI;USTUR	Infrastructure	1	Iron Brackets	30	Thermoplastic Panels	22	Bio Fiber	15	Aluminum	12	Carbon Fiber	8	Silica Glass	6				
terrestrial-power-plant-t4	Power Plant	BUILDING	4	270	Terrestrial Planet	MUD;ONI;USTUR	Infrastructure	1	Iron Brackets	35	Thermoplastic Panels	28	Bio Fiber	20	Aluminum	15	Carbon Fiber	12	Silica Glass	10	Aluminum Sheets	6		
terrestrial-power-plant-t5	Power Plant	BUILDING	5	360	Terrestrial Planet	MUD;ONI;USTUR	Infrastructure	1	Iron Brackets	45	Thermoplastic Panels	35	Bio Fiber	25	Aluminum	20	Carbon Fiber	18	Silica Glass	15	Aluminum Sheets	10		
																								
terrestrial-crew-quarters-t1	Crew Quarters	BUILDING	1	90	Terrestrial Planet	MUD;ONI;USTUR	Infrastructure	1	Iron Ore	20	Thermoplastic Resin	15	Biomass	10										
terrestrial-crew-quarters-t2	Crew Quarters	BUILDING	2	135	Terrestrial Planet	MUD;ONI;USTUR	Infrastructure	1	Iron Brackets	25	Thermoplastic Panels	18	Bio Fiber	12	Aluminum	8								
terrestrial-crew-quarters-t3	Crew Quarters	BUILDING	3	180	Terrestrial Planet	MUD;ONI;USTUR	Infrastructure	1	Iron Brackets	30	Thermoplastic Panels	22	Bio Fiber	15	Aluminum	12	Carbon Fiber	8	Silica Glass	6				
terrestrial-crew-quarters-t4	Crew Quarters	BUILDING	4	270	Terrestrial Planet	MUD;ONI;USTUR	Infrastructure	1	Iron Brackets	35	Thermoplastic Panels	28	Bio Fiber	20	Aluminum	15	Carbon Fiber	12	Silica Glass	10	Aluminum Sheets	6		
terrestrial-crew-quarters-t5	Crew Quarters	BUILDING	5	360	Terrestrial Planet	MUD;ONI;USTUR	Infrastructure	1	Iron Brackets	45	Thermoplastic Panels	35	Bio Fiber	25	Aluminum	20	Carbon Fiber	18	Silica Glass	15	Aluminum Sheets	10		
																								
# BASIC COMPONENT PROCESSORS (Convert Raw Materials to Basic Components - Bootstrap Exception)																								
terrestrial-iron-brackets-processor-t1	Iron Brackets Processor	BUILDING	1	60	Terrestrial Planet	MUD;ONI;USTUR	Processing	1	Iron	18	Thermoplastic Resin	15												
terrestrial-iron-brackets-processor-t2	Iron Brackets Processor	BUILDING	2	45	Terrestrial Planet	MUD;ONI;USTUR	Processing	1	Iron	20	Thermoplastic Resin	18	Biomass	8										
terrestrial-iron-brackets-processor-t3	Iron Brackets Processor	BUILDING	3	30	Terrestrial Planet	MUD;ONI;USTUR	Processing	1	Iron	25	Thermoplastic Resin	20	Biomass	12	Carbon	6								
terrestrial-iron-brackets-processor-t4	Iron Brackets Processor	BUILDING	4	25	Terrestrial Planet	MUD;ONI;USTUR	Processing	1	Iron	30	Thermoplastic Resin	25	Biomass	15	Carbon	10	Aluminum Ore	4						
terrestrial-iron-brackets-processor-t5	Iron Brackets Processor	BUILDING	5	20	Terrestrial Planet	MUD;ONI;USTUR	Processing	1	Iron	35	Thermoplastic Resin	30	Biomass	18	Carbon	12	Aluminum Ore	8	Argon	3				
																								
terrestrial-thermoplastic-panels-processor-t1	Thermoplastic Panels Processor	BUILDING	1	60	Terrestrial Planet	MUD;ONI;USTUR	Processing	1	Thermoplastic Resin	18	Iron	10												
terrestrial-thermoplastic-panels-processor-t2	Thermoplastic Panels Processor	BUILDING	2	45	Terrestrial Planet	MUD;ONI;USTUR	Processing	1	Thermoplastic Resin	20	Iron	12	Carbon	8										
terrestrial-thermoplastic-panels-processor-t3	Thermoplastic Panels Processor	BUILDING	3	30	Terrestrial Planet	MUD;ONI;USTUR	Processing	1	Thermoplastic Resin	25	Iron	15	Carbon	10	Biomass	6								
terrestrial-thermoplastic-panels-processor-t4	Thermoplastic Panels Processor	BUILDING	4	25	Terrestrial Planet	MUD;ONI;USTUR	Processing	1	Thermoplastic Resin	30	Iron	18	Carbon	12	Biomass	8	Aluminum Ore	4						
terrestrial-thermoplastic-panels-processor-t5	Thermoplastic Panels Processor	BUILDING	5	20	Terrestrial Planet	MUD;ONI;USTUR	Processing	1	Thermoplastic Resin	35	Iron	22	Carbon	15	Biomass	10	Aluminum Ore	6	Argon	2				
																								
terrestrial-bio-fiber-processor-t1	Bio Fiber Processor	BUILDING	1	60	Terrestrial Planet	MUD;ONI;USTUR	Processing	1	Biomass	20	Iron	12												
terrestrial-bio-fiber-processor-t2	Bio Fiber Processor	BUILDING	2	45	Terrestrial Planet	MUD;ONI;USTUR	Processing	1	Biomass	25	Iron	15	Thermoplastic Resin	8										
terrestrial-bio-fiber-processor-t3	Bio Fiber Processor	BUILDING	3	30	Terrestrial Planet	MUD;ONI;USTUR	Processing	1	Biomass	30	Iron	18	Thermoplastic Resin	12	Carbon	6								
terrestrial-bio-fiber-processor-t4	Bio Fiber Processor	BUILDING	4	25	Terrestrial Planet	MUD;ONI;USTUR	Processing	1	Biomass	35	Iron	20	Thermoplastic Resin	15	Carbon	10	Aluminum Ore	4						
terrestrial-bio-fiber-processor-t5	Bio Fiber Processor	BUILDING	5	20	Terrestrial Planet	MUD;ONI;USTUR	Processing	1	Biomass	40	Iron	25	Thermoplastic Resin	18	Carbon	12	Aluminum Ore	8	Argon	2				
																								
terrestrial-carbon-fiber-processor-t1	Carbon Fiber Processor	BUILDING	1	60	Terrestrial Planet	MUD;ONI;USTUR	Processing	1	Carbon	18	Iron	15	Thermoplastic Resin	10										
terrestrial-carbon-fiber-processor-t2	Carbon Fiber Processor	BUILDING	2	45	Terrestrial Planet	MUD;ONI;USTUR	Processing	1	Carbon	22	Iron	18	Thermoplastic Resin	12	Biomass	6								
terrestrial-carbon-fiber-processor-t3	Carbon Fiber Processor	BUILDING	3	30	Terrestrial Planet	MUD;ONI;USTUR	Processing	1	Carbon	25	Iron	20	Thermoplastic Resin	15	Biomass	8	Aluminum Ore	4						
terrestrial-carbon-fiber-processor-t4	Carbon Fiber Processor	BUILDING	4	25	Terrestrial Planet	MUD;ONI;USTUR	Processing	1	Carbon	30	Iron	25	Thermoplastic Resin	18	Biomass	12	Aluminum Ore	6	Argon	3				
terrestrial-carbon-fiber-processor-t5	Carbon Fiber Processor	BUILDING	5	20	Terrestrial Planet	MUD;ONI;USTUR	Processing	1	Carbon	35	Iron	30	Thermoplastic Resin	22	Biomass	15	Aluminum Ore	8	Argon	5				
																								
terrestrial-silica-glass-processor-t1	Silica Glass Processor	BUILDING	1	60	Terrestrial Planet	MUD;ONI;USTUR	Processing	1	Silica	18	Iron	15	Thermoplastic Resin	10										
terrestrial-silica-glass-processor-t2	Silica Glass Processor	BUILDING	2	45	Terrestrial Planet	MUD;ONI;USTUR	Processing	1	Silica	22	Iron	18	Thermoplastic Resin	12	Carbon	6								
terrestrial-silica-glass-processor-t3	Silica Glass Processor	BUILDING	3	30	Terrestrial Planet	MUD;ONI;USTUR	Processing	1	Silica	25	Iron	20	Thermoplastic Resin	15	Carbon	8	Biomass	4						
terrestrial-silica-glass-processor-t4	Silica Glass Processor	BUILDING	4	25	Terrestrial Planet	MUD;ONI;USTUR	Processing	1	Silica	30	Iron	25	Thermoplastic Resin	18	Carbon	12	Biomass	6	Aluminum Ore	3				
terrestrial-silica-glass-processor-t5	Silica Glass Processor	BUILDING	5	20	Terrestrial Planet	MUD;ONI;USTUR	Processing	1	Silica	35	Iron	30	Thermoplastic Resin	22	Carbon	15	Biomass	8	Aluminum Ore	5				
																								
# REFINED ORE PROCESSORS (Convert Ores to Refined Metals)																								
terrestrial-iron-processor-t1	Iron Processor	BUILDING	1	60	Terrestrial Planet	MUD;ONI;USTUR	Processing	1	Iron Ore	15	Thermoplastic Resin	12												
terrestrial-iron-processor-t2	Iron Processor	BUILDING	2	45	Terrestrial Planet	MUD;ONI;USTUR	Processing	1	Iron Ore	18	Thermoplastic Resin	15	Biomass	8										
terrestrial-iron-processor-t3	Iron Processor	BUILDING	3	30	Terrestrial Planet	MUD;ONI;USTUR	Processing	1	Iron Ore	20	Thermoplastic Resin	18	Biomass	12	Carbon	6								
terrestrial-iron-processor-t4	Iron Processor	BUILDING	4	25	Terrestrial Planet	MUD;ONI;USTUR	Processing	1	Iron Ore	25	Thermoplastic Resin	20	Biomass	15	Carbon	10	Aluminum Ore	4						
